value,time,ID,orig_measurement,type
110,2024-01-01 01:00:00,10-9,112,1p_household
280,2024-01-01 01:00:00,14-0,276,3p_household
280,2024-01-01 01:00:00,14-1,271,4p_household
120,2024-01-01 01:00:00,14-2,115,1p_household
110,2024-01-01 01:00:00,14-3,111,1p_household
180,2024-01-01 01:00:00,14-4,182,2p_household
260,2024-01-01 01:00:00,14-5,254,4p_household
110,2024-01-01 01:00:00,14-6,106,1p_household
190,2024-01-01 01:00:00,14-7,187,2p_household
180,2024-01-01 01:00:00,14-8,183,2p_household
110,2024-01-01 01:00:00,14-9,108,1p_household
280,2024-01-01 01:00:00,0-0,274,3p_household
180,2024-01-01 01:00:00,0-1,184,2p_household
180,2024-01-01 01:00:00,0-2,180,2p_household
110,2024-01-01 01:00:00,0-3,110,1p_household
110,2024-01-01 01:00:00,0-4,110,1p_household
110,2024-01-01 01:00:00,0-5,111,1p_household
110,2024-01-01 01:00:00,0-6,105,1p_household
260,2024-01-01 01:00:00,4-0,265,3p_household
280,2024-01-01 01:00:00,4-1,273,4p_household
110,2024-01-01 01:00:00,4-2,105,1p_household
190,2024-01-01 01:00:00,4-3,189,2p_household
120,2024-01-01 01:00:00,4-4,115,1p_household
180,2024-01-01 01:00:00,4-5,179,2p_household
180,2024-01-01 01:00:00,4-6,184,2p_household
280,2024-01-01 01:00:00,4-7,270,4p_household
180,2024-01-01 01:00:00,4-8,178,2p_household
190,2024-01-01 01:00:00,4-9,186,2p_household
1040,2024-01-01 01:00:00,4-10,1051,store
110,2024-01-01 01:00:00,4-11,108,1p_household
110,2024-01-01 01:00:00,4-12,106,1p_household
160,2024-01-01 01:15:00,10-0,164,2p_household
240,2024-01-01 01:15:00,10-1,249,3p_household
240,2024-01-01 01:15:00,10-2,248,3p_household
170,2024-01-01 01:15:00,10-3,172,2p_household
100,2024-01-01 01:15:00,10-4,99,1p_household
170,2024-01-01 01:15:00,10-5,171,2p_household
100,2024-01-01 01:15:00,10-6,102,1p_household
180,2024-01-01 01:15:00,10-7,175,2p_household
100,2024-01-01 01:15:00,10-8,100,1p_household
100,2024-01-01 01:15:00,10-9,103,1p_household
240,2024-01-01 01:15:00,14-0,237,3p_household
240,2024-01-01 01:15:00,14-1,249,4p_household
100,2024-01-01 01:15:00,14-2,98,1p_household
100,2024-01-01 01:15:00,14-3,98,1p_household
170,2024-01-01 01:15:00,14-4,167,2p_household
240,2024-01-01 01:15:00,14-5,233,4p_household
100,2024-01-01 01:15:00,14-6,103,1p_household
170,2024-01-01 01:15:00,14-7,165,2p_household
160,2024-01-01 01:15:00,14-8,163,2p_household
95,2024-01-01 01:15:00,14-9,97,1p_household
240,2024-01-01 01:15:00,0-0,241,3p_household
170,2024-01-01 01:15:00,0-1,169,2p_household
160,2024-01-01 01:15:00,0-2,160,2p_household
100,2024-01-01 01:15:00,0-3,99,1p_household
100,2024-01-01 01:15:00,0-4,104,1p_household
100,2024-01-01 01:15:00,0-5,100,1p_household
100,2024-01-01 01:15:00,0-6,99,1p_household
240,2024-01-01 01:15:00,4-0,235,3p_household
240,2024-01-01 01:15:00,4-1,247,4p_household
110,2024-01-01 01:15:00,4-2,106,1p_household
180,2024-01-01 01:15:00,4-3,175,2p_household
110,2024-01-01 01:15:00,4-4,105,1p_household
160,2024-01-01 01:15:00,4-5,163,2p_household
170,2024-01-01 01:15:00,4-6,172,2p_household
260,2024-01-01 01:15:00,4-7,250,4p_household
180,2024-01-01 01:15:00,4-8,175,2p_household
170,2024-01-01 01:15:00,4-9,167,2p_household
1040,2024-01-01 01:15:00,4-10,1034,store
100,2024-01-01 01:15:00,4-11,98,1p_household
100,2024-01-01 01:15:00,4-12,99,1p_household
170,2024-01-01 01:15:00,5-0,168,2p_household
260,2024-01-01 01:15:00,5-1,253,3p_household
100,2024-01-01 01:15:00,5-2,100,1p_household
170,2024-01-01 01:15:00,5-3,170,2p_household
240,2024-01-01 01:15:00,5-4,249,4p_household
170,2024-01-01 01:15:00,5-5,173,2p_household
240,2024-01-01 01:15:00,5-6,243,3p_household
160,2024-01-01 01:15:00,5-7,161,2p_household
240,2024-01-01 01:30:00,14-0,238,3p_household
240,2024-01-01 01:30:00,14-1,230,4p_household
100,2024-01-01 01:30:00,14-2,100,1p_household
100,2024-01-01 01:30:00,14-3,100,1p_household
150,2024-01-01 01:30:00,14-4,151,2p_household
240,2024-01-01 01:30:00,14-5,237,4p_household
100,2024-01-01 01:30:00,14-6,99,1p_household
150,2024-01-01 01:30:00,14-7,151,2p_household
150,2024-01-01 01:30:00,14-8,154,2p_household
90,2024-01-01 01:30:00,14-9,92,1p_household
240,2024-01-01 01:30:00,0-0,233,3p_household
150,2024-01-01 01:30:00,0-1,152,2p_household
160,2024-01-01 01:30:00,0-2,160,2p_household
90,2024-01-01 01:30:00,0-3,92,1p_household
100,2024-01-01 01:30:00,0-4,99,1p_household
95,2024-01-01 01:30:00,0-5,93,1p_household
100,2024-01-01 01:30:00,0-6,98,1p_household
220,2024-01-01 01:30:00,4-0,226,3p_household
220,2024-01-01 01:30:00,4-1,221,4p_household
90,2024-01-01 01:30:00,4-2,92,1p_household
160,2024-01-01 01:30:00,4-3,159,2p_household
100,2024-01-01 01:30:00,4-4,99,1p_household
150,2024-01-01 01:30:00,4-5,153,2p_household
160,2024-01-01 01:30:00,4-6,160,2p_household
240,2024-01-01 01:30:00,4-7,232,4p_household
170,2024-01-01 01:30:00,4-8,165,2p_household
160,2024-01-01 01:30:00,4-9,155,2p_household
1040,2024-01-01 01:30:00,4-10,1051,store
100,2024-01-01 01:30:00,4-11,99,1p_household
100,2024-01-01 01:30:00,4-12,98,1p_household
170,2024-01-01 01:30:00,5-0,166,2p_household
240,2024-01-01 01:30:00,5-1,233,3p_household
95,2024-01-01 01:30:00,5-2,94,1p_household
160,2024-01-01 01:30:00,5-3,158,2p_household
240,2024-01-01 01:30:00,5-4,235,4p_household
150,2024-01-01 01:30:00,5-5,154,2p_household
240,2024-01-01 01:30:00,5-6,233,3p_household
150,2024-01-01 01:30:00,5-7,152,2p_household
150,2024-01-01 01:30:00,10-0,153,2p_household
220,2024-01-01 01:30:00,10-1,229,3p_household
240,2024-01-01 01:30:00,10-2,230,3p_household
170,2024-01-01 01:30:00,10-3,165,2p_household
100,2024-01-01 01:30:00,10-4,100,1p_household
150,2024-01-01 01:30:00,10-5,152,2p_household
95,2024-01-01 01:30:00,10-6,97,1p_household
150,2024-01-01 01:30:00,10-7,151,2p_household
90,2024-01-01 01:30:00,10-8,91,1p_household
90,2024-01-01 01:30:00,10-9,91,1p_household
220,2024-01-01 01:45:00,0-0,218,3p_household
150,2024-01-01 01:45:00,0-1,148,2p_household
150,2024-01-01 01:45:00,0-2,150,2p_household
90,2024-01-01 01:45:00,0-3,90,1p_household
95,2024-01-01 01:45:00,0-4,93,1p_household
90,2024-01-01 01:45:00,0-5,90,1p_household
90,2024-01-01 01:45:00,0-6,89,1p_household
220,2024-01-01 01:45:00,4-0,229,3p_household
220,2024-01-01 01:45:00,4-1,218,4p_household
90,2024-01-01 01:45:00,4-2,90,1p_household
150,2024-01-01 01:45:00,4-3,145,2p_household
90,2024-01-01 01:45:00,4-4,91,1p_household
150,2024-01-01 01:45:00,4-5,150,2p_household
160,2024-01-01 01:45:00,4-6,155,2p_household
220,2024-01-01 01:45:00,4-7,219,4p_household
150,2024-01-01 01:45:00,4-8,150,2p_household
150,2024-01-01 01:45:00,4-9,151,2p_household
960,2024-01-01 01:45:00,4-10,998,store
95,2024-01-01 01:45:00,4-11,93,1p_household
90,2024-01-01 01:45:00,4-12,90,1p_household
150,2024-01-01 01:45:00,5-0,152,2p_household
220,2024-01-01 01:45:00,5-1,223,3p_household
90,2024-01-01 01:45:00,5-2,90,1p_household
150,2024-01-01 01:45:00,5-3,150,2p_household
220,2024-01-01 01:45:00,5-4,213,4p_household
160,2024-01-01 01:45:00,5-5,158,2p_household
220,2024-01-01 01:45:00,5-6,214,3p_household
150,2024-01-01 01:45:00,5-7,149,2p_household
150,2024-01-01 01:45:00,10-0,147,2p_household
220,2024-01-01 01:45:00,10-1,228,3p_household
220,2024-01-01 01:45:00,10-2,229,3p_household
160,2024-01-01 01:45:00,10-3,157,2p_household
90,2024-01-01 01:45:00,10-4,92,1p_household
160,2024-01-01 01:45:00,10-5,157,2p_household
90,2024-01-01 01:45:00,10-6,92,1p_household
150,2024-01-01 01:45:00,10-7,146,2p_household
90,2024-01-01 01:45:00,10-8,89,1p_household
95,2024-01-01 01:45:00,10-9,95,1p_household
220,2024-01-01 01:45:00,14-0,217,3p_household
220,2024-01-01 01:45:00,14-1,219,4p_household
95,2024-01-01 01:45:00,14-2,94,1p_household
90,2024-01-01 01:45:00,14-3,88,1p_household
160,2024-01-01 01:45:00,14-4,157,2p_household
220,2024-01-01 01:45:00,14-5,227,4p_household
95,2024-01-01 01:45:00,14-6,96,1p_household
150,2024-01-01 01:45:00,14-7,145,2p_household
150,2024-01-01 01:45:00,14-8,152,2p_household
90,2024-01-01 01:45:00,14-9,92,1p_household
220,2024-01-01 02:00:00,4-0,210,3p_household
220,2024-01-01 02:00:00,4-1,216,4p_household
85,2024-01-01 02:00:00,4-2,85,1p_household
150,2024-01-01 02:00:00,4-3,147,2p_household
90,2024-01-01 02:00:00,4-4,88,1p_household
150,2024-01-01 02:00:00,4-5,154,2p_household
140,2024-01-01 02:00:00,4-6,141,2p_household
200,2024-01-01 02:00:00,4-7,206,4p_household
150,2024-01-01 02:00:00,4-8,151,2p_household
150,2024-01-01 02:00:00,4-9,145,2p_household
1040,2024-01-01 02:00:00,4-10,1038,store
90,2024-01-01 02:00:00,4-11,88,1p_household
95,2024-01-01 02:00:00,4-12,93,1p_household
150,2024-01-01 02:00:00,5-0,152,2p_household
220,2024-01-01 02:00:00,5-1,211,3p_household
90,2024-01-01 02:00:00,5-2,91,1p_household
150,2024-01-01 02:00:00,5-3,151,2p_household
220,2024-01-01 02:00:00,5-4,213,4p_household
140,2024-01-01 02:00:00,5-5,142,2p_household
200,2024-01-01 02:00:00,5-6,205,3p_household
150,2024-01-01 02:00:00,5-7,150,2p_household
140,2024-01-01 02:00:00,10-0,144,2p_household
220,2024-01-01 02:00:00,10-1,214,3p_household
220,2024-01-01 02:00:00,10-2,211,3p_household
150,2024-01-01 02:00:00,10-3,154,2p_household
90,2024-01-01 02:00:00,10-4,91,1p_household
150,2024-01-01 02:00:00,10-5,150,2p_household
85,2024-01-01 02:00:00,10-6,87,1p_household
150,2024-01-01 02:00:00,10-7,145,2p_household
85,2024-01-01 02:00:00,10-8,86,1p_household
85,2024-01-01 02:00:00,10-9,85,1p_household
220,2024-01-01 02:00:00,14-0,221,3p_household
220,2024-01-01 02:00:00,14-1,217,4p_household
85,2024-01-01 02:00:00,14-2,87,1p_household
90,2024-01-01 02:00:00,14-3,92,1p_household
160,2024-01-01 02:00:00,14-4,155,2p_household
220,2024-01-01 02:00:00,14-5,217,4p_household
85,2024-01-01 02:00:00,14-6,87,1p_household
140,2024-01-01 02:00:00,14-7,142,2p_household
150,2024-01-01 02:00:00,14-8,153,2p_household
90,2024-01-01 02:00:00,14-9,90,1p_household
220,2024-01-01 02:00:00,0-0,217,3p_household
140,2024-01-01 02:00:00,0-1,141,2p_household
150,2024-01-01 02:00:00,0-2,147,2p_household
90,2024-01-01 02:00:00,0-3,89,1p_household
90,2024-01-01 02:00:00,0-4,89,1p_household
90,2024-01-01 02:00:00,0-5,92,1p_household
90,2024-01-01 02:00:00,0-6,90,1p_household
150,2024-01-01 02:15:00,5-0,147,2p_household
220,2024-01-01 02:15:00,5-1,219,3p_household
90,2024-01-01 02:15:00,5-2,89,1p_household
140,2024-01-01 02:15:00,5-3,141,2p_household
200,2024-01-01 02:15:00,5-4,205,4p_household
150,2024-01-01 02:15:00,5-5,147,2p_household
200,2024-01-01 02:15:00,5-6,206,3p_household
150,2024-01-01 02:15:00,5-7,147,2p_household
140,2024-01-01 02:15:00,10-0,144,2p_household
220,2024-01-01 02:15:00,10-1,219,3p_household
200,2024-01-01 02:15:00,10-2,207,3p_household
150,2024-01-01 02:15:00,10-3,146,2p_household
85,2024-01-01 02:15:00,10-4,84,1p_household
150,2024-01-01 02:15:00,10-5,146,2p_household
85,2024-01-01 02:15:00,10-6,86,1p_household
140,2024-01-01 02:15:00,10-7,144,2p_household
85,2024-01-01 02:15:00,10-8,85,1p_household
90,2024-01-01 02:15:00,10-9,92,1p_household
220,2024-01-01 02:15:00,14-0,220,3p_household
220,2024-01-01 02:15:00,14-1,214,4p_household
90,2024-01-01 02:15:00,14-2,88,1p_household
90,2024-01-01 02:15:00,14-3,89,1p_household
150,2024-01-01 02:15:00,14-4,148,2p_household
220,2024-01-01 02:15:00,14-5,211,4p_household
90,2024-01-01 02:15:00,14-6,91,1p_household
150,2024-01-01 02:15:00,14-7,147,2p_household
150,2024-01-01 02:15:00,14-8,151,2p_household
85,2024-01-01 02:15:00,14-9,87,1p_household
220,2024-01-01 02:15:00,0-0,210,3p_household
150,2024-01-01 02:15:00,0-1,149,2p_household
150,2024-01-01 02:15:00,0-2,150,2p_household
90,2024-01-01 02:15:00,0-3,90,1p_household
90,2024-01-01 02:15:00,0-4,91,1p_household
85,2024-01-01 02:15:00,0-5,87,1p_household
90,2024-01-01 02:15:00,0-6,91,1p_household
200,2024-01-01 02:15:00,4-0,202,3p_household
200,2024-01-01 02:15:00,4-1,205,4p_household
90,2024-01-01 02:15:00,4-2,88,1p_household
150,2024-01-01 02:15:00,4-3,147,2p_household
85,2024-01-01 02:15:00,4-4,84,1p_household
140,2024-01-01 02:15:00,4-5,141,2p_household
140,2024-01-01 02:15:00,4-6,141,2p_household
220,2024-01-01 02:15:00,4-7,222,4p_household
140,2024-01-01 02:15:00,4-8,140,2p_household
150,2024-01-01 02:15:00,4-9,152,2p_household
960,2024-01-01 02:15:00,4-10,981,store
90,2024-01-01 02:15:00,4-11,90,1p_household
90,2024-01-01 02:15:00,4-12,89,1p_household
150,2024-01-01 02:30:00,10-0,147,2p_household
220,2024-01-01 02:30:00,10-1,210,3p_household
220,2024-01-01 02:30:00,10-2,217,3p_household
140,2024-01-01 02:30:00,10-3,144,2p_household
85,2024-01-01 02:30:00,10-4,83,1p_household
140,2024-01-01 02:30:00,10-5,137,2p_household
85,2024-01-01 02:30:00,10-6,83,1p_household
140,2024-01-01 02:30:00,10-7,139,2p_household
90,2024-01-01 02:30:00,10-8,89,1p_household
90,2024-01-01 02:30:00,10-9,91,1p_household
220,2024-01-01 02:30:00,14-0,218,3p_household
200,2024-01-01 02:30:00,14-1,205,4p_household
85,2024-01-01 02:30:00,14-2,86,1p_household
85,2024-01-01 02:30:00,14-3,85,1p_household
150,2024-01-01 02:30:00,14-4,146,2p_household
200,2024-01-01 02:30:00,14-5,200,4p_household
85,2024-01-01 02:30:00,14-6,87,1p_household
140,2024-01-01 02:30:00,14-7,140,2p_household
150,2024-01-01 02:30:00,14-8,147,2p_household
85,2024-01-01 02:30:00,14-9,84,1p_household
200,2024-01-01 02:30:00,0-0,205,3p_household
140,2024-01-01 02:30:00,0-1,144,2p_household
140,2024-01-01 02:30:00,0-2,139,2p_household
90,2024-01-01 02:30:00,0-3,88,1p_household
85,2024-01-01 02:30:00,0-4,86,1p_household
90,2024-01-01 02:30:00,0-5,88,1p_household
85,2024-01-01 02:30:00,0-6,83,1p_household
200,2024-01-01 02:30:00,4-0,205,3p_household
220,2024-01-01 02:30:00,4-1,215,4p_household
90,2024-01-01 02:30:00,4-2,88,1p_household
150,2024-01-01 02:30:00,4-3,145,2p_household
90,2024-01-01 02:30:00,4-4,89,1p_household
140,2024-01-01 02:30:00,4-5,143,2p_household
150,2024-01-01 02:30:00,4-6,145,2p_household
220,2024-01-01 02:30:00,4-7,212,4p_household
150,2024-01-01 02:30:00,4-8,147,2p_household
150,2024-01-01 02:30:00,4-9,148,2p_household
1040,2024-01-01 02:30:00,4-10,1030,store
85,2024-01-01 02:30:00,4-11,87,1p_household
85,2024-01-01 02:30:00,4-12,86,1p_household
150,2024-01-01 02:30:00,5-0,145,2p_household
200,2024-01-01 02:30:00,5-1,209,3p_household
85,2024-01-01 02:30:00,5-2,85,1p_household
150,2024-01-01 02:30:00,5-3,147,2p_household
200,2024-01-01 02:30:00,5-4,205,4p_household
140,2024-01-01 02:30:00,5-5,140,2p_household
200,2024-01-01 02:30:00,5-6,206,3p_household
140,2024-01-01 02:30:00,5-7,143,2p_household
200,2024-01-01 02:45:00,14-0,204,3p_household
200,2024-01-01 02:45:00,14-1,207,4p_household
90,2024-01-01 02:45:00,14-2,88,1p_household
85,2024-01-01 02:45:00,14-3,83,1p_household
140,2024-01-01 02:45:00,14-4,139,2p_household
200,2024-01-01 02:45:00,14-5,207,4p_household
90,2024-01-01 02:45:00,14-6,90,1p_household
140,2024-01-01 02:45:00,14-7,138,2p_household
140,2024-01-01 02:45:00,14-8,141,2p_household
