value,time,ID,orig_measurement,type
130,2024-01-01 00:30:00,7-4,131,1p_household
130,2024-01-01 00:30:00,7-5,133,1p_household
220,2024-01-01 00:30:00,7-6,224,2p_household
340,2024-01-01 00:30:00,7-7,332,3p_household
130,2024-01-01 00:30:00,7-8,128,1p_household
220,2024-01-01 00:30:00,10-0,210,2p_household
140,2024-01-01 00:30:00,10-1,139,1p_household
340,2024-01-01 00:30:00,10-2,336,3p_household
220,2024-01-01 00:30:00,10-3,210,2p_household
240,2024-01-01 00:30:00,10-4,230,2p_household
220,2024-01-01 00:30:00,10-5,215,2p_household
140,2024-01-01 00:30:00,10-6,138,1p_household
1040,2024-01-01 00:30:00,10-7,1059,store
220,2024-01-01 00:30:00,10-8,215,2p_household
130,2024-01-01 00:30:00,10-9,128,1p_household
220,2024-01-01 00:30:00,4-0,219,2p_household
340,2024-01-01 00:30:00,4-1,336,4p_household
320,2024-01-01 00:30:00,4-2,313,4p_household
220,2024-01-01 00:30:00,4-3,221,2p_household
140,2024-01-01 00:30:00,4-4,139,1p_household
320,2024-01-01 00:30:00,4-5,322,4p_household
130,2024-01-01 00:30:00,3-0,130,1p_household
220,2024-01-01 00:30:00,3-1,223,2p_household
300,2024-01-01 00:30:00,3-2,306,3p_household
220,2024-01-01 00:30:00,3-3,211,2p_household
140,2024-01-01 00:30:00,3-4,138,1p_household
220,2024-01-01 00:30:00,3-5,216,2p_household
130,2024-01-01 00:30:00,3-6,134,1p_household
130,2024-01-01 00:30:00,3-7,130,1p_household
220,2024-01-01 00:30:00,3-8,222,2p_household
120,2024-01-01 00:45:00,13-0,115,1p_household
130,2024-01-01 00:45:00,13-1,125,1p_household
120,2024-01-01 00:45:00,13-2,124,1p_household
200,2024-01-01 00:45:00,13-3,196,2p_household
200,2024-01-01 00:45:00,13-4,202,2p_household
280,2024-01-01 00:45:00,13-5,288,3p_household
120,2024-01-01 00:45:00,7-0,124,1p_household
200,2024-01-01 00:45:00,7-1,206,2p_household
120,2024-01-01 00:45:00,7-2,121,1p_household
120,2024-01-01 00:45:00,7-3,124,1p_household
120,2024-01-01 00:45:00,7-4,118,1p_household
120,2024-01-01 00:45:00,7-5,115,1p_household
200,2024-01-01 00:45:00,7-6,203,2p_household
300,2024-01-01 00:45:00,7-7,299,3p_household
120,2024-01-01 00:45:00,7-8,115,1p_household
200,2024-01-01 00:45:00,10-0,209,2p_household
120,2024-01-01 00:45:00,10-1,116,1p_household
300,2024-01-01 00:45:00,10-2,292,3p_household
200,2024-01-01 00:45:00,10-3,209,2p_household
200,2024-01-01 00:45:00,10-4,204,2p_household
190,2024-01-01 00:45:00,10-5,191,2p_household
120,2024-01-01 00:45:00,10-6,118,1p_household
1120,2024-01-01 00:45:00,10-7,1100,store
200,2024-01-01 00:45:00,10-8,203,2p_household
120,2024-01-01 00:45:00,10-9,115,1p_household
200,2024-01-01 00:45:00,4-0,205,2p_household
280,2024-01-01 00:45:00,4-1,280,4p_household
300,2024-01-01 00:45:00,4-2,301,4p_household
200,2024-01-01 00:45:00,4-3,205,2p_household
120,2024-01-01 00:45:00,4-4,120,1p_household
300,2024-01-01 00:45:00,4-5,298,4p_household
120,2024-01-01 00:45:00,3-0,120,1p_household
200,2024-01-01 00:45:00,3-1,198,2p_household
300,2024-01-01 00:45:00,3-2,302,3p_household
200,2024-01-01 00:45:00,3-3,209,2p_household
120,2024-01-01 00:45:00,3-4,123,1p_household
190,2024-01-01 00:45:00,3-5,194,2p_household
120,2024-01-01 00:45:00,3-6,119,1p_household
120,2024-01-01 00:45:00,3-7,119,1p_household
200,2024-01-01 00:45:00,3-8,200,2p_household
110,2024-01-01 01:00:00,13-0,106,1p_household
110,2024-01-01 01:00:00,13-1,109,1p_household
110,2024-01-01 01:00:00,13-2,110,1p_household
180,2024-01-01 01:00:00,13-3,176,2p_household
170,2024-01-01 01:00:00,13-4,174,2p_household
260,2024-01-01 01:00:00,13-5,258,3p_household
110,2024-01-01 01:00:00,7-0,107,1p_household
190,2024-01-01 01:00:00,7-1,188,2p_household
110,2024-01-01 01:00:00,7-2,113,1p_household
110,2024-01-01 01:00:00,7-3,110,1p_household
110,2024-01-01 01:00:00,7-4,113,1p_household
110,2024-01-01 01:00:00,7-5,113,1p_household
170,2024-01-01 01:00:00,7-6,173,2p_household
260,2024-01-01 01:00:00,7-7,264,3p_household
110,2024-01-01 01:00:00,7-8,106,1p_household
170,2024-01-01 01:00:00,10-0,173,2p_household
110,2024-01-01 01:00:00,10-1,110,1p_household
260,2024-01-01 01:00:00,10-2,269,3p_household
180,2024-01-01 01:00:00,10-3,177,2p_household
180,2024-01-01 01:00:00,10-4,180,2p_household
180,2024-01-01 01:00:00,10-5,177,2p_household
110,2024-01-01 01:00:00,10-6,109,1p_household
1040,2024-01-01 01:00:00,10-7,1036,store
190,2024-01-01 01:00:00,10-8,188,2p_household
110,2024-01-01 01:00:00,10-9,113,1p_household
170,2024-01-01 01:00:00,4-0,173,2p_household
280,2024-01-01 01:00:00,4-1,273,4p_household
280,2024-01-01 01:00:00,4-2,275,4p_household
190,2024-01-01 01:00:00,4-3,190,2p_household
110,2024-01-01 01:00:00,4-4,109,1p_household
280,2024-01-01 01:00:00,4-5,271,4p_household
110,2024-01-01 01:00:00,3-0,105,1p_household
180,2024-01-01 01:00:00,3-1,176,2p_household
260,2024-01-01 01:00:00,3-2,265,3p_household
170,2024-01-01 01:00:00,3-3,174,2p_household
110,2024-01-01 01:00:00,3-4,111,1p_household
190,2024-01-01 01:00:00,3-5,190,2p_household
110,2024-01-01 01:00:00,3-6,106,1p_household
110,2024-01-01 01:00:00,3-7,109,1p_household
190,2024-01-01 01:00:00,3-8,186,2p_household
110,2024-01-01 01:15:00,13-0,105,1p_household
110,2024-01-01 01:15:00,13-1,106,1p_household
95,2024-01-01 01:15:00,13-2,97,1p_household
160,2024-01-01 01:15:00,13-3,164,2p_household
160,2024-01-01 01:15:00,13-4,164,2p_household
240,2024-01-01 01:15:00,13-5,240,3p_household
110,2024-01-01 01:15:00,7-0,106,1p_household
170,2024-01-01 01:15:00,7-1,170,2p_household
100,2024-01-01 01:15:00,7-2,101,1p_household
100,2024-01-01 01:15:00,7-3,103,1p_household
100,2024-01-01 01:15:00,7-4,102,1p_household
100,2024-01-01 01:15:00,7-5,98,1p_household
160,2024-01-01 01:15:00,7-6,161,2p_household
240,2024-01-01 01:15:00,7-7,239,3p_household
100,2024-01-01 01:15:00,7-8,102,1p_household
170,2024-01-01 01:15:00,10-0,166,2p_household
100,2024-01-01 01:15:00,10-1,101,1p_household
240,2024-01-01 01:15:00,10-2,249,3p_household
180,2024-01-01 01:15:00,10-3,176,2p_household
180,2024-01-01 01:15:00,10-4,176,2p_household
170,2024-01-01 01:15:00,10-5,173,2p_household
100,2024-01-01 01:15:00,10-6,104,1p_household
1040,2024-01-01 01:15:00,10-7,1052,store
160,2024-01-01 01:15:00,10-8,162,2p_household
100,2024-01-01 01:15:00,10-9,103,1p_household
160,2024-01-01 01:15:00,4-0,160,2p_household
240,2024-01-01 01:15:00,4-1,247,4p_household
240,2024-01-01 01:15:00,4-2,249,4p_household
160,2024-01-01 01:15:00,4-3,164,2p_household
110,2024-01-01 01:15:00,4-4,105,1p_household
240,2024-01-01 01:15:00,4-5,244,4p_household
100,2024-01-01 01:15:00,3-0,99,1p_household
170,2024-01-01 01:15:00,3-1,165,2p_household
260,2024-01-01 01:15:00,3-2,254,3p_household
170,2024-01-01 01:15:00,3-3,170,2p_household
100,2024-01-01 01:15:00,3-4,103,1p_household
170,2024-01-01 01:15:00,3-5,172,2p_household
110,2024-01-01 01:15:00,3-6,106,1p_household
100,2024-01-01 01:15:00,3-7,100,1p_household
170,2024-01-01 01:15:00,3-8,165,2p_household
90,2024-01-01 01:30:00,13-0,92,1p_household
90,2024-01-01 01:30:00,13-1,92,1p_household
95,2024-01-01 01:30:00,13-2,93,1p_household
160,2024-01-01 01:30:00,13-3,158,2p_household
160,2024-01-01 01:30:00,13-4,162,2p_household
240,2024-01-01 01:30:00,13-5,233,3p_household
100,2024-01-01 01:30:00,7-0,100,1p_household
150,2024-01-01 01:30:00,7-1,154,2p_household
100,2024-01-01 01:30:00,7-2,100,1p_household
100,2024-01-01 01:30:00,7-3,98,1p_household
100,2024-01-01 01:30:00,7-4,98,1p_household
95,2024-01-01 01:30:00,7-5,97,1p_household
150,2024-01-01 01:30:00,7-6,153,2p_household
240,2024-01-01 01:30:00,7-7,240,3p_household
95,2024-01-01 01:30:00,7-8,94,1p_household
160,2024-01-01 01:30:00,10-0,162,2p_household
100,2024-01-01 01:30:00,10-1,99,1p_household
240,2024-01-01 01:30:00,10-2,232,3p_household
150,2024-01-01 01:30:00,10-3,153,2p_household
160,2024-01-01 01:30:00,10-4,159,2p_household
160,2024-01-01 01:30:00,10-5,160,2p_household
90,2024-01-01 01:30:00,10-6,91,1p_household
1040,2024-01-01 01:30:00,10-7,1018,store
160,2024-01-01 01:30:00,10-8,163,2p_household
95,2024-01-01 01:30:00,10-9,97,1p_household
150,2024-01-01 01:30:00,4-0,154,2p_household
220,2024-01-01 01:30:00,4-1,223,4p_household
240,2024-01-01 01:30:00,4-2,242,4p_household
160,2024-01-01 01:30:00,4-3,161,2p_household
95,2024-01-01 01:30:00,4-4,93,1p_household
220,2024-01-01 01:30:00,4-5,221,4p_household
95,2024-01-01 01:30:00,3-0,97,1p_household
160,2024-01-01 01:30:00,3-1,156,2p_household
220,2024-01-01 01:30:00,3-2,223,3p_household
160,2024-01-01 01:30:00,3-3,155,2p_household
100,2024-01-01 01:30:00,3-4,100,1p_household
160,2024-01-01 01:30:00,3-5,162,2p_household
100,2024-01-01 01:30:00,3-6,99,1p_household
95,2024-01-01 01:30:00,3-7,97,1p_household
160,2024-01-01 01:30:00,3-8,156,2p_household
90,2024-01-01 01:45:00,13-0,89,1p_household
90,2024-01-01 01:45:00,13-1,92,1p_household
95,2024-01-01 01:45:00,13-2,96,1p_household
160,2024-01-01 01:45:00,13-3,158,2p_household
150,2024-01-01 01:45:00,13-4,145,2p_household
220,2024-01-01 01:45:00,13-5,215,3p_household
90,2024-01-01 01:45:00,7-0,92,1p_household
150,2024-01-01 01:45:00,7-1,150,2p_household
95,2024-01-01 01:45:00,7-2,94,1p_household
90,2024-01-01 01:45:00,7-3,92,1p_household
90,2024-01-01 01:45:00,7-4,88,1p_household
90,2024-01-01 01:45:00,7-5,91,1p_household
160,2024-01-01 01:45:00,7-6,156,2p_household
220,2024-01-01 01:45:00,7-7,227,3p_household
95,2024-01-01 01:45:00,7-8,94,1p_household
150,2024-01-01 01:45:00,10-0,152,2p_household
90,2024-01-01 01:45:00,10-1,91,1p_household
220,2024-01-01 01:45:00,10-2,229,3p_household
150,2024-01-01 01:45:00,10-3,150,2p_household
150,2024-01-01 01:45:00,10-4,152,2p_household
150,2024-01-01 01:45:00,10-5,154,2p_household
95,2024-01-01 01:45:00,10-6,96,1p_household
1040,2024-01-01 01:45:00,10-7,1056,store
150,2024-01-01 01:45:00,10-8,152,2p_household
95,2024-01-01 01:45:00,10-9,93,1p_household
150,2024-01-01 01:45:00,4-0,154,2p_household
220,2024-01-01 01:45:00,4-1,212,4p_household
220,2024-01-01 01:45:00,4-2,216,4p_household
150,2024-01-01 01:45:00,4-3,145,2p_household
90,2024-01-01 01:45:00,4-4,89,1p_household
220,2024-01-01 01:45:00,4-5,223,4p_household
90,2024-01-01 01:45:00,3-0,91,1p_household
160,2024-01-01 01:45:00,3-1,156,2p_household
220,2024-01-01 01:45:00,3-2,218,3p_household
150,2024-01-01 01:45:00,3-3,154,2p_household
90,2024-01-01 01:45:00,3-4,91,1p_household
160,2024-01-01 01:45:00,3-5,155,2p_household
95,2024-01-01 01:45:00,3-6,93,1p_household
90,2024-01-01 01:45:00,3-7,89,1p_household
150,2024-01-01 01:45:00,3-8,152,2p_household
95,2024-01-01 02:00:00,13-0,93,1p_household
90,2024-01-01 02:00:00,13-1,92,1p_household
85,2024-01-01 02:00:00,13-2,87,1p_household
140,2024-01-01 02:00:00,13-3,142,2p_household
150,2024-01-01 02:00:00,13-4,146,2p_household
220,2024-01-01 02:00:00,13-5,222,3p_household
95,2024-01-01 02:00:00,7-0,93,1p_household
150,2024-01-01 02:00:00,7-1,151,2p_household
90,2024-01-01 02:00:00,7-2,89,1p_household
85,2024-01-01 02:00:00,7-3,85,1p_household
90,2024-01-01 02:00:00,7-4,91,1p_household
90,2024-01-01 02:00:00,7-5,92,1p_household
150,2024-01-01 02:00:00,7-6,154,2p_household
220,2024-01-01 02:00:00,7-7,223,3p_household
90,2024-01-01 02:00:00,7-8,88,1p_household
150,2024-01-01 02:00:00,10-0,149,2p_household
90,2024-01-01 02:00:00,10-1,90,1p_household
220,2024-01-01 02:00:00,10-2,223,3p_household
150,2024-01-01 02:00:00,10-3,146,2p_household
140,2024-01-01 02:00:00,10-4,144,2p_household
150,2024-01-01 02:00:00,10-5,148,2p_household
85,2024-01-01 02:00:00,10-6,85,1p_household
1040,2024-01-01 02:00:00,10-7,1033,store
140,2024-01-01 02:00:00,10-8,142,2p_household
90,2024-01-01 02:00:00,10-9,91,1p_household
150,2024-01-01 02:00:00,4-0,145,2p_household
220,2024-01-01 02:00:00,4-1,220,4p_household
220,2024-01-01 02:00:00,4-2,222,4p_household
150,2024-01-01 02:00:00,4-3,146,2p_household
90,2024-01-01 02:00:00,4-4,91,1p_household
220,2024-01-01 02:00:00,4-5,214,4p_household
85,2024-01-01 02:00:00,3-0,86,1p_household
140,2024-01-01 02:00:00,3-1,143,2p_household
220,2024-01-01 02:00:00,3-2,221,3p_household
150,2024-01-01 02:00:00,3-3,147,2p_household
90,2024-01-01 02:00:00,3-4,88,1p_household
150,2024-01-01 02:00:00,3-5,151,2p_household
90,2024-01-01 02:00:00,3-6,89,1p_household
90,2024-01-01 02:00:00,3-7,91,1p_household
150,2024-01-01 02:00:00,3-8,149,2p_household
90,2024-01-01 02:15:00,13-0,89,1p_household
90,2024-01-01 02:15:00,13-1,88,1p_household
85,2024-01-01 02:15:00,13-2,85,1p_household
150,2024-01-01 02:15:00,13-3,148,2p_household
140,2024-01-01 02:15:00,13-4,140,2p_household
200,2024-01-01 02:15:00,13-5,207,3p_household
90,2024-01-01 02:15:00,7-0,89,1p_household
150,2024-01-01 02:15:00,7-1,152,2p_household
85,2024-01-01 02:15:00,7-2,85,1p_household
85,2024-01-01 02:15:00,7-3,84,1p_household
85,2024-01-01 02:15:00,7-4,84,1p_household
85,2024-01-01 02:15:00,7-5,86,1p_household
140,2024-01-01 02:15:00,7-6,142,2p_household
200,2024-01-01 02:15:00,7-7,202,3p_household
85,2024-01-01 02:15:00,7-8,84,1p_household
140,2024-01-01 02:15:00,10-0,139,2p_household
90,2024-01-01 02:15:00,10-1,92,1p_household
220,2024-01-01 02:15:00,10-2,215,3p_household
140,2024-01-01 02:15:00,10-3,139,2p_household
150,2024-01-01 02:15:00,10-4,145,2p_household
150,2024-01-01 02:15:00,10-5,152,2p_household
85,2024-01-01 02:15:00,10-6,84,1p_household
1040,2024-01-01 02:15:00,10-7,1016,store
150,2024-01-01 02:15:00,10-8,145,2p_household
85,2024-01-01 02:15:00,10-9,87,1p_household
150,2024-01-01 02:15:00,4-0,145,2p_household
220,2024-01-01 02:15:00,4-1,222,4p_household
220,2024-01-01 02:15:00,4-2,213,4p_household
150,2024-01-01 02:15:00,4-3,147,2p_household
85,2024-01-01 02:15:00,4-4,86,1p_household
200,2024-01-01 02:15:00,4-5,203,4p_household
90,2024-01-01 02:15:00,3-0,91,1p_household
140,2024-01-01 02:15:00,3-1,144,2p_household
200,2024-01-01 02:15:00,3-2,207,3p_household
140,2024-01-01 02:15:00,3-3,142,2p_household
85,2024-01-01 02:15:00,3-4,85,1p_household
140,2024-01-01 02:15:00,3-5,142,2p_household
85,2024-01-01 02:15:00,3-6,84,1p_household
85,2024-01-01 02:15:00,3-7,87,1p_household
140,2024-01-01 02:15:00,3-8,142,2p_household
85,2024-01-01 02:30:00,13-0,84,1p_household
85,2024-01-01 02:30:00,13-1,87,1p_household
90,2024-01-01 02:30:00,13-2,89,1p_household
140,2024-01-01 02:30:00,13-3,144,2p_household
140,2024-01-01 02:30:00,13-4,141,2p_household
200,2024-01-01 02:30:00,13-5,202,3p_household
85,2024-01-01 02:30:00,7-0,87,1p_household
150,2024-01-01 02:30:00,7-1,147,2p_household
90,2024-01-01 02:30:00,7-2,89,1p_household
90,2024-01-01 02:30:00,7-3,88,1p_household
85,2024-01-01 02:30:00,7-4,84,1p_household
90,2024-01-01 02:30:00,7-5,89,1p_household
150,2024-01-01 02:30:00,7-6,145,2p_household
200,2024-01-01 02:30:00,7-7,203,3p_household
85,2024-01-01 02:30:00,7-8,87,1p_household
150,2024-01-01 02:30:00,10-0,146,2p_household
90,2024-01-01 02:30:00,10-1,89,1p_household
220,2024-01-01 02:30:00,10-2,213,3p_household
150,2024-01-01 02:30:00,10-3,148,2p_household
150,2024-01-01 02:30:00,10-4,148,2p_household
150,2024-01-01 02:30:00,10-5,150,2p_household
85,2024-01-01 02:30:00,10-6,85,1p_household
960,2024-01-01 02:30:00,10-7,976,store
140,2024-01-01 02:30:00,10-8,140,2p_household
90,2024-01-01 02:30:00,10-9,88,1p_household
140,2024-01-01 02:30:00,4-0,144,2p_household
220,2024-01-01 02:30:00,4-1,210,4p_household
200,2024-01-01 02:30:00,4-2,203,4p_household
140,2024-01-01 02:30:00,4-3,141,2p_household
90,2024-01-01 02:30:00,4-4,90,1p_household
200,2024-01-01 02:30:00,4-5,207,4p_household
85,2024-01-01 02:30:00,3-0,84,1p_household
150,2024-01-01 02:30:00,3-1,145,2p_household
220,2024-01-01 02:30:00,3-2,212,3p_household
150,2024-01-01 02:30:00,3-3,149,2p_household
90,2024-01-01 02:30:00,3-4,91,1p_household
140,2024-01-01 02:30:00,3-5,139,2p_household
90,2024-01-01 02:30:00,3-6,89,1p_household
85,2024-01-01 02:30:00,3-7,85,1p_household
150,2024-01-01 02:30:00,3-8,150,2p_household
85,2024-01-01 02:45:00,13-0,84,1p_household
85,2024-01-01 02:45:00,13-1,87,1p_household
85,2024-01-01 02:45:00,13-2,83,1p_household
140,2024-01-01 02:45:00,13-3,141,2p_household
140,2024-01-01 02:45:00,13-4,137,2p_household
220,2024-01-01 02:45:00,13-5,215,3p_household
80,2024-01-01 02:45:00,7-0,82,1p_household
140,2024-01-01 02:45:00,7-1,141,2p_household
85,2024-01-01 02:45:00,7-2,86,1p_household
80,2024-01-01 02:45:00,7-3,82,1p_household
90,2024-01-01 02:45:00,7-4,88,1p_household
85,2024-01-01 02:45:00,7-5,83,1p_household
140,2024-01-01 02:45:00,7-6,144,2p_household
220,2024-01-01 02:45:00,7-7,215,3p_household
85,2024-01-01 02:45:00,7-8,87,1p_household
150,2024-01-01 02:45:00,10-0,149,2p_household
90,2024-01-01 02:45:00,10-1,88,1p_household
200,2024-01-01 02:45:00,10-2,199,3p_household
140,2024-01-01 02:45:00,10-3,144,2p_household
150,2024-01-01 02:45:00,10-4,148,2p_household
150,2024-01-01 02:45:00,10-5,148,2p_household
90,2024-01-01 02:45:00,10-6,89,1p_household
1040,2024-01-01 02:45:00,10-7,1022,store
140,2024-01-01 02:45:00,10-8,137,2p_household
85,2024-01-01 02:45:00,10-9,87,1p_household
140,2024-01-01 02:45:00,4-0,144,2p_household
220,2024-01-01 02:45:00,4-1,216,4p_household
200,2024-01-01 02:45:00,4-2,203,4p_household
140,2024-01-01 02:45:00,4-3,141,2p_household
85,2024-01-01 02:45:00,4-4,86,1p_household
200,2024-01-01 02:45:00,4-5,202,4p_household
85,2024-01-01 02:45:00,3-0,85,1p_household
140,2024-01-01 02:45:00,3-1,144,2p_household
220,2024-01-01 02:45:00,3-2,217,3p_household
140,2024-01-01 02:45:00,3-3,140,2p_household
80,2024-01-01 02:45:00,3-4,82,1p_household
140,2024-01-01 02:45:00,3-5,143,2p_household
85,2024-01-01 02:45:00,3-6,86,1p_household
80,2024-01-01 02:45:00,3-7,82,1p_household
140,2024-01-01 02:45:00,3-8,139,2p_household
85,2024-01-01 03:00:00,13-0,83,1p_household
90,2024-01-01 03:00:00,13-1,89,1p_household
90,2024-01-01 03:00:00,13-2,89,1p_household
140,2024-01-01 03:00:00,13-3,142,2p_household
150,2024-01-01 03:00:00,13-4,146,2p_household
200,2024-01-01 03:00:00,13-5,201,3p_household
85,2024-01-01 03:00:00,7-0,86,1p_household
140,2024-01-01 03:00:00,7-1,135,2p_household
90,2024-01-01 03:00:00,7-2,88,1p_household
85,2024-01-01 03:00:00,7-3,83,1p_household
80,2024-01-01 03:00:00,7-4,82,1p_household
85,2024-01-01 03:00:00,7-5,85,1p_household
150,2024-01-01 03:00:00,7-6,148,2p_household
220,2024-01-01 03:00:00,7-7,216,3p_household
85,2024-01-01 03:00:00,7-8,83,1p_household
150,2024-01-01 03:00:00,10-0,145,2p_household
85,2024-01-01 03:00:00,10-1,84,1p_household
220,2024-01-01 03:00:00,10-2,213,3p_household
140,2024-01-01 03:00:00,10-3,135,2p_household
140,2024-01-01 03:00:00,10-4,137,2p_household
140,2024-01-01 03:00:00,10-5,138,2p_household
90,2024-01-01 03:00:00,10-6,89,1p_household
1040,2024-01-01 03:00:00,10-7,1009,store
140,2024-01-01 03:00:00,10-8,141,2p_household
90,2024-01-01 03:00:00,10-9,90,1p_household
140,2024-01-01 03:00:00,4-0,143,2p_household
200,2024-01-01 03:00:00,4-1,199,4p_household
200,2024-01-01 03:00:00,4-2,201,4p_household
140,2024-01-01 03:00:00,4-3,139,2p_household
90,2024-01-01 03:00:00,4-4,90,1p_household
200,2024-01-01 03:00:00,4-5,197,4p_household
90,2024-01-01 03:00:00,3-0,89,1p_household
140,2024-01-01 03:00:00,3-1,140,2p_household
220,2024-01-01 03:00:00,3-2,214,3p_household
140,2024-01-01 03:00:00,3-3,138,2p_household
85,2024-01-01 03:00:00,3-4,84,1p_household
140,2024-01-01 03:00:00,3-5,138,2p_household
90,2024-01-01 03:00:00,3-6,90,1p_household
85,2024-01-01 03:00:00,3-7,86,1p_household
140,2024-01-01 03:00:00,3-8,137,2p_household
90,2024-01-01 03:15:00,13-0,89,1p_household
85,2024-01-01 03:15:00,13-1,84,1p_household
85,2024-01-01 03:15:00,13-2,84,1p_household
140,2024-01-01 03:15:00,13-3,141,2p_household
140,2024-01-01 03:15:00,13-4,142,2p_household
200,2024-01-01 03:15:00,13-5,195,3p_household
85,2024-01-01 03:15:00,7-0,85,1p_household
140,2024-01-01 03:15:00,7-1,142,2p_household
80,2024-01-01 03:15:00,7-2,82,1p_household
80,2024-01-01 03:15:00,7-3,81,1p_household
80,2024-01-01 03:15:00,7-4,82,1p_household
90,2024-01-01 03:15:00,7-5,89,1p_household
130,2024-01-01 03:15:00,7-6,134,2p_household
200,2024-01-01 03:15:00,7-7,205,3p_household
80,2024-01-01 03:15:00,7-8,82,1p_household
140,2024-01-01 03:15:00,10-0,139,2p_household
85,2024-01-01 03:15:00,10-1,83,1p_household
