value,time,ID,orig_measurement,type
120,2024-01-01 00:45:00,10-0,123,1p_household
280,2024-01-01 00:45:00,10-1,279,4p_household
120,2024-01-01 00:45:00,10-2,121,1p_household
120,2024-01-01 00:45:00,10-3,119,1p_household
120,2024-01-01 00:45:00,10-4,119,1p_household
120,2024-01-01 00:45:00,10-5,122,1p_household
120,2024-01-01 00:45:00,10-6,120,1p_household
120,2024-01-01 00:45:00,10-7,115,1p_household
280,2024-01-01 00:45:00,10-8,277,3p_household
200,2024-01-01 00:45:00,10-9,206,2p_household
190,2024-01-01 00:45:00,5-0,191,2p_household
280,2024-01-01 00:45:00,5-1,287,4p_household
200,2024-01-01 00:45:00,5-2,205,2p_household
120,2024-01-01 00:45:00,5-3,118,1p_household
200,2024-01-01 00:45:00,5-4,204,2p_household
130,2024-01-01 00:45:00,5-5,125,1p_household
130,2024-01-01 00:45:00,5-6,126,1p_household
300,2024-01-01 00:45:00,1-0,304,4p_household
130,2024-01-01 00:45:00,1-1,126,1p_household
200,2024-01-01 00:45:00,1-2,197,2p_household
120,2024-01-01 00:45:00,1-3,121,1p_household
120,2024-01-01 00:45:00,1-4,116,1p_household
120,2024-01-01 00:45:00,1-5,121,1p_household
300,2024-01-01 00:45:00,1-6,296,3p_household
120,2024-01-01 00:45:00,1-7,122,1p_household
120,2024-01-01 00:45:00,13-0,119,1p_household
280,2024-01-01 00:45:00,13-1,277,3p_household
200,2024-01-01 00:45:00,13-2,200,2p_household
120,2024-01-01 00:45:00,13-3,117,1p_household
120,2024-01-01 00:45:00,13-4,123,1p_household
120,2024-01-01 00:45:00,13-5,119,1p_household
120,2024-01-01 00:45:00,13-6,116,1p_household
190,2024-01-01 00:45:00,13-7,194,2p_household
200,2024-01-01 00:45:00,13-8,205,2p_household
120,2024-01-01 00:45:00,13-9,115,1p_household
260,2024-01-01 01:00:00,2-0,265,3p_household
170,2024-01-01 01:00:00,2-1,174,2p_household
110,2024-01-01 01:00:00,2-2,113,1p_household
110,2024-01-01 01:00:00,2-3,109,1p_household
110,2024-01-01 01:00:00,2-4,113,1p_household
180,2024-01-01 01:00:00,2-5,184,2p_household
110,2024-01-01 01:00:00,2-6,106,1p_household
260,2024-01-01 01:00:00,2-7,258,3p_household
110,2024-01-01 01:00:00,2-8,105,1p_household
110,2024-01-01 01:00:00,10-0,106,1p_household
260,2024-01-01 01:00:00,10-1,253,4p_household
110,2024-01-01 01:00:00,10-2,114,1p_household
110,2024-01-01 01:00:00,10-3,105,1p_household
110,2024-01-01 01:00:00,10-4,105,1p_household
110,2024-01-01 01:00:00,10-5,107,1p_household
110,2024-01-01 01:00:00,10-6,113,1p_household
120,2024-01-01 01:00:00,10-7,115,1p_household
280,2024-01-01 01:00:00,10-8,276,3p_household
190,2024-01-01 01:00:00,10-9,187,2p_household
180,2024-01-01 01:00:00,5-0,178,2p_household
280,2024-01-01 01:00:00,5-1,274,4p_household
180,2024-01-01 01:00:00,5-2,183,2p_household
110,2024-01-01 01:00:00,5-3,113,1p_household
180,2024-01-01 01:00:00,5-4,178,2p_household
120,2024-01-01 01:00:00,5-5,115,1p_household
110,2024-01-01 01:00:00,5-6,111,1p_household
280,2024-01-01 01:00:00,1-0,276,4p_household
110,2024-01-01 01:00:00,1-1,113,1p_household
180,2024-01-01 01:00:00,1-2,178,2p_household
110,2024-01-01 01:00:00,1-3,112,1p_household
110,2024-01-01 01:00:00,1-4,114,1p_household
110,2024-01-01 01:00:00,1-5,107,1p_household
280,2024-01-01 01:00:00,1-6,275,3p_household
110,2024-01-01 01:00:00,1-7,110,1p_household
110,2024-01-01 01:00:00,13-0,110,1p_household
260,2024-01-01 01:00:00,13-1,256,3p_household
180,2024-01-01 01:00:00,13-2,177,2p_household
110,2024-01-01 01:00:00,13-3,106,1p_household
110,2024-01-01 01:00:00,13-4,108,1p_household
110,2024-01-01 01:00:00,13-5,106,1p_household
110,2024-01-01 01:00:00,13-6,108,1p_household
180,2024-01-01 01:00:00,13-7,176,2p_household
180,2024-01-01 01:00:00,13-8,183,2p_household
110,2024-01-01 01:00:00,13-9,106,1p_household
260,2024-01-01 01:15:00,2-0,253,3p_household
170,2024-01-01 01:15:00,2-1,165,2p_household
100,2024-01-01 01:15:00,2-2,100,1p_household
110,2024-01-01 01:15:00,2-3,105,1p_household
100,2024-01-01 01:15:00,2-4,102,1p_household
160,2024-01-01 01:15:00,2-5,161,2p_household
100,2024-01-01 01:15:00,2-6,102,1p_household
260,2024-01-01 01:15:00,2-7,252,3p_household
100,2024-01-01 01:15:00,2-8,98,1p_household
110,2024-01-01 01:15:00,10-0,105,1p_household
240,2024-01-01 01:15:00,10-1,235,4p_household
95,2024-01-01 01:15:00,10-2,97,1p_household
110,2024-01-01 01:15:00,10-3,106,1p_household
100,2024-01-01 01:15:00,10-4,98,1p_household
100,2024-01-01 01:15:00,10-5,98,1p_household
110,2024-01-01 01:15:00,10-6,105,1p_household
100,2024-01-01 01:15:00,10-7,103,1p_household
260,2024-01-01 01:15:00,10-8,253,3p_household
160,2024-01-01 01:15:00,10-9,161,2p_household
160,2024-01-01 01:15:00,5-0,162,2p_household
240,2024-01-01 01:15:00,5-1,244,4p_household
170,2024-01-01 01:15:00,5-2,166,2p_household
95,2024-01-01 01:15:00,5-3,97,1p_household
160,2024-01-01 01:15:00,5-4,164,2p_household
100,2024-01-01 01:15:00,5-5,103,1p_household
100,2024-01-01 01:15:00,5-6,99,1p_household
240,2024-01-01 01:15:00,1-0,243,4p_household
100,2024-01-01 01:15:00,1-1,98,1p_household
180,2024-01-01 01:15:00,1-2,175,2p_household
110,2024-01-01 01:15:00,1-3,105,1p_household
95,2024-01-01 01:15:00,1-4,97,1p_household
110,2024-01-01 01:15:00,1-5,106,1p_household
260,2024-01-01 01:15:00,1-6,256,3p_household
110,2024-01-01 01:15:00,1-7,106,1p_household
100,2024-01-01 01:15:00,13-0,100,1p_household
240,2024-01-01 01:15:00,13-1,242,3p_household
160,2024-01-01 01:15:00,13-2,160,2p_household
100,2024-01-01 01:15:00,13-3,102,1p_household
100,2024-01-01 01:15:00,13-4,99,1p_household
100,2024-01-01 01:15:00,13-5,101,1p_household
110,2024-01-01 01:15:00,13-6,106,1p_household
180,2024-01-01 01:15:00,13-7,176,2p_household
170,2024-01-01 01:15:00,13-8,169,2p_household
100,2024-01-01 01:15:00,13-9,104,1p_household
240,2024-01-01 01:30:00,2-0,232,3p_household
150,2024-01-01 01:30:00,2-1,151,2p_household
95,2024-01-01 01:30:00,2-2,96,1p_household
100,2024-01-01 01:30:00,2-3,99,1p_household
95,2024-01-01 01:30:00,2-4,94,1p_household
160,2024-01-01 01:30:00,2-5,163,2p_household
95,2024-01-01 01:30:00,2-6,94,1p_household
240,2024-01-01 01:30:00,2-7,230,3p_household
95,2024-01-01 01:30:00,2-8,94,1p_household
95,2024-01-01 01:30:00,10-0,95,1p_household
240,2024-01-01 01:30:00,10-1,239,4p_household
90,2024-01-01 01:30:00,10-2,91,1p_household
95,2024-01-01 01:30:00,10-3,95,1p_household
100,2024-01-01 01:30:00,10-4,99,1p_household
100,2024-01-01 01:30:00,10-5,100,1p_household
100,2024-01-01 01:30:00,10-6,98,1p_household
90,2024-01-01 01:30:00,10-7,91,1p_household
220,2024-01-01 01:30:00,10-8,229,3p_household
170,2024-01-01 01:30:00,10-9,166,2p_household
160,2024-01-01 01:30:00,5-0,164,2p_household
240,2024-01-01 01:30:00,5-1,233,4p_household
170,2024-01-01 01:30:00,5-2,166,2p_household
95,2024-01-01 01:30:00,5-3,94,1p_household
150,2024-01-01 01:30:00,5-4,151,2p_household
100,2024-01-01 01:30:00,5-5,100,1p_household
100,2024-01-01 01:30:00,5-6,100,1p_household
220,2024-01-01 01:30:00,1-0,223,4p_household
95,2024-01-01 01:30:00,1-1,97,1p_household
160,2024-01-01 01:30:00,1-2,163,2p_household
100,2024-01-01 01:30:00,1-3,100,1p_household
90,2024-01-01 01:30:00,1-4,92,1p_household
95,2024-01-01 01:30:00,1-5,96,1p_household
220,2024-01-01 01:30:00,1-6,228,3p_household
95,2024-01-01 01:30:00,1-7,93,1p_household
100,2024-01-01 01:30:00,13-0,99,1p_household
220,2024-01-01 01:30:00,13-1,228,3p_household
160,2024-01-01 01:30:00,13-2,159,2p_household
100,2024-01-01 01:30:00,13-3,99,1p_household
95,2024-01-01 01:30:00,13-4,93,1p_household
100,2024-01-01 01:30:00,13-5,98,1p_household
100,2024-01-01 01:30:00,13-6,99,1p_household
150,2024-01-01 01:30:00,13-7,153,2p_household
160,2024-01-01 01:30:00,13-8,162,2p_household
95,2024-01-01 01:30:00,13-9,94,1p_household
220,2024-01-01 01:45:00,2-0,219,3p_household
150,2024-01-01 01:45:00,2-1,149,2p_household
95,2024-01-01 01:45:00,2-2,94,1p_household
95,2024-01-01 01:45:00,2-3,95,1p_household
90,2024-01-01 01:45:00,2-4,88,1p_household
150,2024-01-01 01:45:00,2-5,146,2p_household
90,2024-01-01 01:45:00,2-6,91,1p_household
220,2024-01-01 01:45:00,2-7,222,3p_household
95,2024-01-01 01:45:00,2-8,93,1p_household
90,2024-01-01 01:45:00,10-0,88,1p_household
220,2024-01-01 01:45:00,10-1,213,4p_household
90,2024-01-01 01:45:00,10-2,90,1p_household
90,2024-01-01 01:45:00,10-3,88,1p_household
95,2024-01-01 01:45:00,10-4,95,1p_household
90,2024-01-01 01:45:00,10-5,92,1p_household
95,2024-01-01 01:45:00,10-6,95,1p_household
95,2024-01-01 01:45:00,10-7,95,1p_household
220,2024-01-01 01:45:00,10-8,221,3p_household
150,2024-01-01 01:45:00,10-9,150,2p_household
150,2024-01-01 01:45:00,5-0,149,2p_household
240,2024-01-01 01:45:00,5-1,231,4p_household
160,2024-01-01 01:45:00,5-2,158,2p_household
90,2024-01-01 01:45:00,5-3,88,1p_household
150,2024-01-01 01:45:00,5-4,145,2p_household
90,2024-01-01 01:45:00,5-5,92,1p_household
90,2024-01-01 01:45:00,5-6,91,1p_household
240,2024-01-01 01:45:00,1-0,230,4p_household
90,2024-01-01 01:45:00,1-1,88,1p_household
160,2024-01-01 01:45:00,1-2,155,2p_household
95,2024-01-01 01:45:00,1-3,96,1p_household
90,2024-01-01 01:45:00,1-4,91,1p_household
95,2024-01-01 01:45:00,1-5,95,1p_household
240,2024-01-01 01:45:00,1-6,232,3p_household
90,2024-01-01 01:45:00,1-7,91,1p_household
95,2024-01-01 01:45:00,13-0,95,1p_household
220,2024-01-01 01:45:00,13-1,228,3p_household
150,2024-01-01 01:45:00,13-2,148,2p_household
90,2024-01-01 01:45:00,13-3,92,1p_household
90,2024-01-01 01:45:00,13-4,92,1p_household
90,2024-01-01 01:45:00,13-5,92,1p_household
90,2024-01-01 01:45:00,13-6,89,1p_household
150,2024-01-01 01:45:00,13-7,152,2p_household
150,2024-01-01 01:45:00,13-8,153,2p_household
95,2024-01-01 01:45:00,13-9,94,1p_household
220,2024-01-01 02:00:00,2-0,219,3p_household
150,2024-01-01 02:00:00,2-1,153,2p_household
90,2024-01-01 02:00:00,2-2,92,1p_household
85,2024-01-01 02:00:00,2-3,87,1p_household
85,2024-01-01 02:00:00,2-4,85,1p_household
150,2024-01-01 02:00:00,2-5,147,2p_household
90,2024-01-01 02:00:00,2-6,91,1p_household
220,2024-01-01 02:00:00,2-7,216,3p_household
95,2024-01-01 02:00:00,2-8,93,1p_household
85,2024-01-01 02:00:00,10-0,86,1p_household
220,2024-01-01 02:00:00,10-1,213,4p_household
90,2024-01-01 02:00:00,10-2,92,1p_household
90,2024-01-01 02:00:00,10-3,90,1p_household
90,2024-01-01 02:00:00,10-4,91,1p_household
85,2024-01-01 02:00:00,10-5,87,1p_household
95,2024-01-01 02:00:00,10-6,93,1p_household
85,2024-01-01 02:00:00,10-7,87,1p_household
220,2024-01-01 02:00:00,10-8,223,3p_household
150,2024-01-01 02:00:00,10-9,150,2p_household
140,2024-01-01 02:00:00,5-0,143,2p_household
220,2024-01-01 02:00:00,5-1,219,4p_household
150,2024-01-01 02:00:00,5-2,145,2p_household
95,2024-01-01 02:00:00,5-3,93,1p_household
150,2024-01-01 02:00:00,5-4,152,2p_household
90,2024-01-01 02:00:00,5-5,90,1p_household
95,2024-01-01 02:00:00,5-6,93,1p_household
220,2024-01-01 02:00:00,1-0,223,4p_household
90,2024-01-01 02:00:00,1-1,90,1p_household
150,2024-01-01 02:00:00,1-2,147,2p_household
95,2024-01-01 02:00:00,1-3,93,1p_household
85,2024-01-01 02:00:00,1-4,86,1p_household
90,2024-01-01 02:00:00,1-5,92,1p_household
200,2024-01-01 02:00:00,1-6,206,3p_household
90,2024-01-01 02:00:00,1-7,89,1p_household
90,2024-01-01 02:00:00,13-0,92,1p_household
220,2024-01-01 02:00:00,13-1,218,3p_household
150,2024-01-01 02:00:00,13-2,148,2p_household
90,2024-01-01 02:00:00,13-3,92,1p_household
85,2024-01-01 02:00:00,13-4,86,1p_household
90,2024-01-01 02:00:00,13-5,91,1p_household
90,2024-01-01 02:00:00,13-6,90,1p_household
150,2024-01-01 02:00:00,13-7,154,2p_household
150,2024-01-01 02:00:00,13-8,149,2p_household
90,2024-01-01 02:00:00,13-9,91,1p_household
220,2024-01-01 02:15:00,2-0,216,3p_household
150,2024-01-01 02:15:00,2-1,151,2p_household
85,2024-01-01 02:15:00,2-2,84,1p_household
90,2024-01-01 02:15:00,2-3,89,1p_household
90,2024-01-01 02:15:00,2-4,90,1p_household
150,2024-01-01 02:15:00,2-5,152,2p_household
85,2024-01-01 02:15:00,2-6,85,1p_household
220,2024-01-01 02:15:00,2-7,219,3p_household
90,2024-01-01 02:15:00,2-8,92,1p_household
90,2024-01-01 02:15:00,10-0,90,1p_household
200,2024-01-01 02:15:00,10-1,207,4p_household
90,2024-01-01 02:15:00,10-2,90,1p_household
85,2024-01-01 02:15:00,10-3,87,1p_household
90,2024-01-01 02:15:00,10-4,92,1p_household
90,2024-01-01 02:15:00,10-5,92,1p_household
90,2024-01-01 02:15:00,10-6,89,1p_household
90,2024-01-01 02:15:00,10-7,91,1p_household
200,2024-01-01 02:15:00,10-8,203,3p_household
150,2024-01-01 02:15:00,10-9,149,2p_household
140,2024-01-01 02:15:00,5-0,144,2p_household
220,2024-01-01 02:15:00,5-1,215,4p_household
140,2024-01-01 02:15:00,5-2,139,2p_household
90,2024-01-01 02:15:00,5-3,92,1p_household
150,2024-01-01 02:15:00,5-4,149,2p_household
85,2024-01-01 02:15:00,5-5,86,1p_household
90,2024-01-01 02:15:00,5-6,89,1p_household
200,2024-01-01 02:15:00,1-0,203,4p_household
90,2024-01-01 02:15:00,1-1,89,1p_household
150,2024-01-01 02:15:00,1-2,149,2p_household
90,2024-01-01 02:15:00,1-3,91,1p_household
90,2024-01-01 02:15:00,1-4,90,1p_household
90,2024-01-01 02:15:00,1-5,91,1p_household
220,2024-01-01 02:15:00,1-6,222,3p_household
85,2024-01-01 02:15:00,1-7,84,1p_household
85,2024-01-01 02:15:00,13-0,85,1p_household
200,2024-01-01 02:15:00,13-1,208,3p_household
150,2024-01-01 02:15:00,13-2,147,2p_household
90,2024-01-01 02:15:00,13-3,90,1p_household
85,2024-01-01 02:15:00,13-4,87,1p_household
90,2024-01-01 02:15:00,13-5,90,1p_household
85,2024-01-01 02:15:00,13-6,85,1p_household
140,2024-01-01 02:15:00,13-7,141,2p_household
150,2024-01-01 02:15:00,13-8,150,2p_household
90,2024-01-01 02:15:00,13-9,92,1p_household
200,2024-01-01 02:30:00,2-0,202,3p_household
140,2024-01-01 02:30:00,2-1,139,2p_household
90,2024-01-01 02:30:00,2-2,90,1p_household
90,2024-01-01 02:30:00,2-3,91,1p_household
85,2024-01-01 02:30:00,2-4,87,1p_household
150,2024-01-01 02:30:00,2-5,146,2p_household
85,2024-01-01 02:30:00,2-6,84,1p_household
200,2024-01-01 02:30:00,2-7,203,3p_household
85,2024-01-01 02:30:00,2-8,84,1p_household
90,2024-01-01 02:30:00,10-0,90,1p_household
200,2024-01-01 02:30:00,10-1,203,4p_household
85,2024-01-01 02:30:00,10-2,86,1p_household
85,2024-01-01 02:30:00,10-3,84,1p_household
90,2024-01-01 02:30:00,10-4,91,1p_household
90,2024-01-01 02:30:00,10-5,90,1p_household
90,2024-01-01 02:30:00,10-6,90,1p_household
90,2024-01-01 02:30:00,10-7,88,1p_household
200,2024-01-01 02:30:00,10-8,204,3p_household
150,2024-01-01 02:30:00,10-9,149,2p_household
140,2024-01-01 02:30:00,5-0,137,2p_household
200,2024-01-01 02:30:00,5-1,208,4p_household
150,2024-01-01 02:30:00,5-2,150,2p_household
85,2024-01-01 02:30:00,5-3,83,1p_household
140,2024-01-01 02:30:00,5-4,139,2p_household
90,2024-01-01 02:30:00,5-5,91,1p_household
85,2024-01-01 02:30:00,5-6,87,1p_household
220,2024-01-01 02:30:00,1-0,210,4p_household
85,2024-01-01 02:30:00,1-1,87,1p_household
150,2024-01-01 02:30:00,1-2,145,2p_household
85,2024-01-01 02:30:00,1-3,83,1p_household
85,2024-01-01 02:30:00,1-4,87,1p_household
85,2024-01-01 02:30:00,1-5,87,1p_household
220,2024-01-01 02:30:00,1-6,216,3p_household
85,2024-01-01 02:30:00,1-7,85,1p_household
90,2024-01-01 02:30:00,13-0,90,1p_household
200,2024-01-01 02:30:00,13-1,201,3p_household
140,2024-01-01 02:30:00,13-2,141,2p_household
85,2024-01-01 02:30:00,13-3,87,1p_household
90,2024-01-01 02:30:00,13-4,88,1p_household
90,2024-01-01 02:30:00,13-5,88,1p_household
85,2024-01-01 02:30:00,13-6,83,1p_household
140,2024-01-01 02:30:00,13-7,144,2p_household
140,2024-01-01 02:30:00,13-8,143,2p_household
85,2024-01-01 02:30:00,13-9,86,1p_household
200,2024-01-01 02:45:00,2-0,205,3p_household
150,2024-01-01 02:45:00,2-1,149,2p_household
90,2024-01-01 02:45:00,2-2,89,1p_household
85,2024-01-01 02:45:00,2-3,87,1p_household
90,2024-01-01 02:45:00,2-4,89,1p_household
150,2024-01-01 02:45:00,2-5,149,2p_household
85,2024-01-01 02:45:00,2-6,84,1p_household
220,2024-01-01 02:45:00,2-7,210,3p_household
80,2024-01-01 02:45:00,2-8,82,1p_household
85,2024-01-01 02:45:00,10-0,83,1p_household
200,2024-01-01 02:45:00,10-1,208,4p_household
85,2024-01-01 02:45:00,10-2,86,1p_household
85,2024-01-01 02:45:00,10-3,85,1p_household
85,2024-01-01 02:45:00,10-4,85,1p_household
85,2024-01-01 02:45:00,10-5,87,1p_household
85,2024-01-01 02:45:00,10-6,86,1p_household
85,2024-01-01 02:45:00,10-7,83,1p_household
220,2024-01-01 02:45:00,10-8,216,3p_household
150,2024-01-01 02:45:00,10-9,145,2p_household
150,2024-01-01 02:45:00,5-0,147,2p_household
220,2024-01-01 02:45:00,5-1,211,4p_household
140,2024-01-01 02:45:00,5-2,136,2p_household
85,2024-01-01 02:45:00,5-3,87,1p_household
140,2024-01-01 02:45:00,5-4,139,2p_household
90,2024-01-01 02:45:00,5-5,90,1p_household
85,2024-01-01 02:45:00,5-6,84,1p_household
220,2024-01-01 02:45:00,1-0,213,4p_household
85,2024-01-01 02:45:00,1-1,84,1p_household
140,2024-01-01 02:45:00,1-2,143,2p_household
90,2024-01-01 02:45:00,1-3,90,1p_household
90,2024-01-01 02:45:00,1-4,88,1p_household
85,2024-01-01 02:45:00,1-5,86,1p_household
200,2024-01-01 02:45:00,1-6,199,3p_household
90,2024-01-01 02:45:00,1-7,90,1p_household
90,2024-01-01 02:45:00,13-0,90,1p_household
200,2024-01-01 02:45:00,13-1,203,3p_household
150,2024-01-01 02:45:00,13-2,147,2p_household
90,2024-01-01 02:45:00,13-3,88,1p_household
85,2024-01-01 02:45:00,13-4,83,1p_household
85,2024-01-01 02:45:00,13-5,86,1p_household
85,2024-01-01 02:45:00,13-6,83,1p_household
150,2024-01-01 02:45:00,13-7,147,2p_household
140,2024-01-01 02:45:00,13-8,136,2p_household
85,2024-01-01 02:45:00,13-9,85,1p_household
200,2024-01-01 03:00:00,2-0,202,3p_household
150,2024-01-01 03:00:00,2-1,146,2p_household
85,2024-01-01 03:00:00,2-2,83,1p_household
80,2024-01-01 03:00:00,2-3,82,1p_household
85,2024-01-01 03:00:00,2-4,84,1p_household
140,2024-01-01 03:00:00,2-5,137,2p_household
85,2024-01-01 03:00:00,2-6,83,1p_household
220,2024-01-01 03:00:00,2-7,210,3p_household
90,2024-01-01 03:00:00,2-8,88,1p_household
