value,time,ID,orig_measurement,type
320,2024-01-01 00:30:00,5-9,321,4p_household
130,2024-01-01 00:30:00,5-10,132,1p_household
220,2024-01-01 00:30:00,13-0,226,2p_household
220,2024-01-01 00:30:00,13-1,223,2p_household
140,2024-01-01 00:30:00,13-2,136,1p_household
130,2024-01-01 00:30:00,13-3,133,1p_household
130,2024-01-01 00:30:00,13-4,131,1p_household
320,2024-01-01 00:30:00,13-5,324,4p_household
220,2024-01-01 00:30:00,13-6,211,2p_household
300,2024-01-01 00:30:00,13-7,308,4p_household
130,2024-01-01 00:30:00,13-8,129,1p_household
320,2024-01-01 00:30:00,3-0,326,4p_household
140,2024-01-01 00:30:00,3-1,135,1p_household
220,2024-01-01 00:30:00,3-2,212,2p_household
1040,2024-01-01 00:30:00,3-3,1055,store
220,2024-01-01 00:30:00,3-4,216,2p_household
130,2024-01-01 00:30:00,3-5,132,1p_household
220,2024-01-01 00:30:00,3-6,229,2p_household
130,2024-01-01 00:30:00,3-7,133,1p_household
140,2024-01-01 00:30:00,3-8,138,1p_household
120,2024-01-01 00:45:00,8-0,120,1p_household
190,2024-01-01 00:45:00,8-1,194,2p_household
120,2024-01-01 00:45:00,8-2,121,1p_household
190,2024-01-01 00:45:00,8-3,193,2p_household
120,2024-01-01 00:45:00,8-4,124,1p_household
300,2024-01-01 00:45:00,8-5,295,3p_household
190,2024-01-01 00:45:00,8-6,194,2p_household
130,2024-01-01 00:45:00,11-0,125,1p_household
120,2024-01-01 00:45:00,11-1,117,1p_household
130,2024-01-01 00:45:00,11-2,126,1p_household
280,2024-01-01 00:45:00,11-3,277,3p_household
200,2024-01-01 00:45:00,11-4,195,2p_household
120,2024-01-01 00:45:00,11-5,119,1p_household
200,2024-01-01 00:45:00,11-6,200,2p_household
300,2024-01-01 00:45:00,11-7,302,3p_household
120,2024-01-01 00:45:00,11-8,119,1p_household
200,2024-01-01 00:45:00,5-0,206,2p_household
130,2024-01-01 00:45:00,5-1,125,1p_household
120,2024-01-01 00:45:00,5-2,120,1p_household
120,2024-01-01 00:45:00,5-3,116,1p_household
130,2024-01-01 00:45:00,5-4,125,1p_household
200,2024-01-01 00:45:00,5-5,208,2p_household
300,2024-01-01 00:45:00,5-6,304,4p_household
300,2024-01-01 00:45:00,5-7,296,4p_household
200,2024-01-01 00:45:00,5-8,197,2p_household
280,2024-01-01 00:45:00,5-9,287,4p_household
130,2024-01-01 00:45:00,5-10,126,1p_household
200,2024-01-01 00:45:00,13-0,200,2p_household
200,2024-01-01 00:45:00,13-1,200,2p_household
130,2024-01-01 00:45:00,13-2,125,1p_household
120,2024-01-01 00:45:00,13-3,124,1p_household
120,2024-01-01 00:45:00,13-4,115,1p_household
300,2024-01-01 00:45:00,13-5,300,4p_household
190,2024-01-01 00:45:00,13-6,190,2p_household
300,2024-01-01 00:45:00,13-7,292,4p_household
130,2024-01-01 00:45:00,13-8,125,1p_household
300,2024-01-01 00:45:00,3-0,298,4p_household
120,2024-01-01 00:45:00,3-1,122,1p_household
200,2024-01-01 00:45:00,3-2,205,2p_household
1040,2024-01-01 00:45:00,3-3,1054,store
200,2024-01-01 00:45:00,3-4,207,2p_household
130,2024-01-01 00:45:00,3-5,126,1p_household
190,2024-01-01 00:45:00,3-6,190,2p_household
130,2024-01-01 00:45:00,3-7,125,1p_household
120,2024-01-01 00:45:00,3-8,118,1p_household
110,2024-01-01 01:00:00,8-0,109,1p_household
180,2024-01-01 01:00:00,8-1,183,2p_household
110,2024-01-01 01:00:00,8-2,110,1p_household
180,2024-01-01 01:00:00,8-3,184,2p_household
110,2024-01-01 01:00:00,8-4,110,1p_household
260,2024-01-01 01:00:00,8-5,260,3p_household
180,2024-01-01 01:00:00,8-6,184,2p_household
110,2024-01-01 01:00:00,11-0,113,1p_household
110,2024-01-01 01:00:00,11-1,105,1p_household
110,2024-01-01 01:00:00,11-2,114,1p_household
280,2024-01-01 01:00:00,11-3,270,3p_household
180,2024-01-01 01:00:00,11-4,175,2p_household
110,2024-01-01 01:00:00,11-5,112,1p_household
190,2024-01-01 01:00:00,11-6,186,2p_household
260,2024-01-01 01:00:00,11-7,253,3p_household
110,2024-01-01 01:00:00,11-8,105,1p_household
170,2024-01-01 01:00:00,5-0,174,2p_household
110,2024-01-01 01:00:00,5-1,106,1p_household
110,2024-01-01 01:00:00,5-2,106,1p_household
110,2024-01-01 01:00:00,5-3,111,1p_household
110,2024-01-01 01:00:00,5-4,112,1p_household
180,2024-01-01 01:00:00,5-5,183,2p_household
260,2024-01-01 01:00:00,5-6,258,4p_household
260,2024-01-01 01:00:00,5-7,256,4p_household
180,2024-01-01 01:00:00,5-8,178,2p_household
260,2024-01-01 01:00:00,5-9,255,4p_household
110,2024-01-01 01:00:00,5-10,106,1p_household
180,2024-01-01 01:00:00,13-0,184,2p_household
190,2024-01-01 01:00:00,13-1,187,2p_household
110,2024-01-01 01:00:00,13-2,114,1p_household
110,2024-01-01 01:00:00,13-3,106,1p_household
110,2024-01-01 01:00:00,13-4,112,1p_household
260,2024-01-01 01:00:00,13-5,264,4p_household
190,2024-01-01 01:00:00,13-6,186,2p_household
260,2024-01-01 01:00:00,13-7,259,4p_household
110,2024-01-01 01:00:00,13-8,110,1p_household
260,2024-01-01 01:00:00,3-0,252,4p_household
110,2024-01-01 01:00:00,3-1,108,1p_household
180,2024-01-01 01:00:00,3-2,180,2p_household
1040,2024-01-01 01:00:00,3-3,1003,store
180,2024-01-01 01:00:00,3-4,182,2p_household
110,2024-01-01 01:00:00,3-5,110,1p_household
180,2024-01-01 01:00:00,3-6,178,2p_household
110,2024-01-01 01:00:00,3-7,114,1p_household
110,2024-01-01 01:00:00,3-8,106,1p_household
100,2024-01-01 01:15:00,8-0,100,1p_household
170,2024-01-01 01:15:00,8-1,174,2p_household
100,2024-01-01 01:15:00,8-2,99,1p_household
170,2024-01-01 01:15:00,8-3,174,2p_household
100,2024-01-01 01:15:00,8-4,100,1p_household
240,2024-01-01 01:15:00,8-5,242,3p_household
160,2024-01-01 01:15:00,8-6,161,2p_household
100,2024-01-01 01:15:00,11-0,98,1p_household
110,2024-01-01 01:15:00,11-1,106,1p_household
110,2024-01-01 01:15:00,11-2,106,1p_household
260,2024-01-01 01:15:00,11-3,256,3p_household
170,2024-01-01 01:15:00,11-4,173,2p_household
100,2024-01-01 01:15:00,11-5,98,1p_household
170,2024-01-01 01:15:00,11-6,166,2p_household
240,2024-01-01 01:15:00,11-7,239,3p_household
100,2024-01-01 01:15:00,11-8,101,1p_household
160,2024-01-01 01:15:00,5-0,164,2p_household
100,2024-01-01 01:15:00,5-1,98,1p_household
110,2024-01-01 01:15:00,5-2,105,1p_household
110,2024-01-01 01:15:00,5-3,106,1p_household
95,2024-01-01 01:15:00,5-4,97,1p_household
170,2024-01-01 01:15:00,5-5,169,2p_household
240,2024-01-01 01:15:00,5-6,239,4p_household
240,2024-01-01 01:15:00,5-7,243,4p_household
170,2024-01-01 01:15:00,5-8,167,2p_household
240,2024-01-01 01:15:00,5-9,239,4p_household
100,2024-01-01 01:15:00,5-10,103,1p_household
160,2024-01-01 01:15:00,13-0,164,2p_household
170,2024-01-01 01:15:00,13-1,168,2p_household
95,2024-01-01 01:15:00,13-2,97,1p_household
100,2024-01-01 01:15:00,13-3,98,1p_household
100,2024-01-01 01:15:00,13-4,101,1p_household
260,2024-01-01 01:15:00,13-5,254,4p_household
160,2024-01-01 01:15:00,13-6,164,2p_household
260,2024-01-01 01:15:00,13-7,256,4p_household
100,2024-01-01 01:15:00,13-8,101,1p_household
240,2024-01-01 01:15:00,3-0,236,4p_household
100,2024-01-01 01:15:00,3-1,102,1p_household
170,2024-01-01 01:15:00,3-2,169,2p_household
1040,2024-01-01 01:15:00,3-3,1050,store
170,2024-01-01 01:15:00,3-4,169,2p_household
100,2024-01-01 01:15:00,3-5,102,1p_household
170,2024-01-01 01:15:00,3-6,169,2p_household
100,2024-01-01 01:15:00,3-7,103,1p_household
110,2024-01-01 01:15:00,3-8,106,1p_household
100,2024-01-01 01:30:00,8-0,99,1p_household
150,2024-01-01 01:30:00,8-1,153,2p_household
90,2024-01-01 01:30:00,8-2,91,1p_household
150,2024-01-01 01:30:00,8-3,153,2p_household
100,2024-01-01 01:30:00,8-4,100,1p_household
240,2024-01-01 01:30:00,8-5,237,3p_household
150,2024-01-01 01:30:00,8-6,153,2p_household
95,2024-01-01 01:30:00,11-0,94,1p_household
100,2024-01-01 01:30:00,11-1,100,1p_household
95,2024-01-01 01:30:00,11-2,94,1p_household
240,2024-01-01 01:30:00,11-3,242,3p_household
150,2024-01-01 01:30:00,11-4,153,2p_household
95,2024-01-01 01:30:00,11-5,97,1p_household
160,2024-01-01 01:30:00,11-6,159,2p_household
240,2024-01-01 01:30:00,11-7,242,3p_household
100,2024-01-01 01:30:00,11-8,100,1p_household
150,2024-01-01 01:30:00,5-0,154,2p_household
95,2024-01-01 01:30:00,5-1,97,1p_household
90,2024-01-01 01:30:00,5-2,92,1p_household
95,2024-01-01 01:30:00,5-3,95,1p_household
95,2024-01-01 01:30:00,5-4,95,1p_household
160,2024-01-01 01:30:00,5-5,159,2p_household
240,2024-01-01 01:30:00,5-6,240,4p_household
240,2024-01-01 01:30:00,5-7,238,4p_household
150,2024-01-01 01:30:00,5-8,152,2p_household
240,2024-01-01 01:30:00,5-9,237,4p_household
90,2024-01-01 01:30:00,5-10,91,1p_household
160,2024-01-01 01:30:00,13-0,157,2p_household
170,2024-01-01 01:30:00,13-1,166,2p_household
100,2024-01-01 01:30:00,13-2,99,1p_household
95,2024-01-01 01:30:00,13-3,94,1p_household
100,2024-01-01 01:30:00,13-4,100,1p_household
220,2024-01-01 01:30:00,13-5,225,4p_household
160,2024-01-01 01:30:00,13-6,158,2p_household
240,2024-01-01 01:30:00,13-7,230,4p_household
100,2024-01-01 01:30:00,13-8,100,1p_household
220,2024-01-01 01:30:00,3-0,226,4p_household
95,2024-01-01 01:30:00,3-1,96,1p_household
150,2024-01-01 01:30:00,3-2,152,2p_household
1040,2024-01-01 01:30:00,3-3,1002,store
160,2024-01-01 01:30:00,3-4,159,2p_household
90,2024-01-01 01:30:00,3-5,91,1p_household
160,2024-01-01 01:30:00,3-6,163,2p_household
90,2024-01-01 01:30:00,3-7,91,1p_household
95,2024-01-01 01:30:00,3-8,93,1p_household
90,2024-01-01 01:45:00,8-0,90,1p_household
150,2024-01-01 01:45:00,8-1,153,2p_household
95,2024-01-01 01:45:00,8-2,96,1p_household
150,2024-01-01 01:45:00,8-3,151,2p_household
90,2024-01-01 01:45:00,8-4,91,1p_household
220,2024-01-01 01:45:00,8-5,226,3p_household
160,2024-01-01 01:45:00,8-6,159,2p_household
90,2024-01-01 01:45:00,11-0,91,1p_household
95,2024-01-01 01:45:00,11-1,96,1p_household
90,2024-01-01 01:45:00,11-2,89,1p_household
220,2024-01-01 01:45:00,11-3,225,3p_household
150,2024-01-01 01:45:00,11-4,152,2p_household
90,2024-01-01 01:45:00,11-5,88,1p_household
150,2024-01-01 01:45:00,11-6,145,2p_household
240,2024-01-01 01:45:00,11-7,230,3p_household
95,2024-01-01 01:45:00,11-8,94,1p_household
150,2024-01-01 01:45:00,5-0,153,2p_household
90,2024-01-01 01:45:00,5-1,89,1p_household
90,2024-01-01 01:45:00,5-2,88,1p_household
90,2024-01-01 01:45:00,5-3,90,1p_household
90,2024-01-01 01:45:00,5-4,91,1p_household
160,2024-01-01 01:45:00,5-5,157,2p_household
220,2024-01-01 01:45:00,5-6,226,4p_household
220,2024-01-01 01:45:00,5-7,218,4p_household
150,2024-01-01 01:45:00,5-8,147,2p_household
220,2024-01-01 01:45:00,5-9,211,4p_household
90,2024-01-01 01:45:00,5-10,90,1p_household
160,2024-01-01 01:45:00,13-0,159,2p_household
160,2024-01-01 01:45:00,13-1,157,2p_household
90,2024-01-01 01:45:00,13-2,91,1p_household
95,2024-01-01 01:45:00,13-3,96,1p_household
90,2024-01-01 01:45:00,13-4,89,1p_household
220,2024-01-01 01:45:00,13-5,226,4p_household
150,2024-01-01 01:45:00,13-6,149,2p_household
220,2024-01-01 01:45:00,13-7,221,4p_household
90,2024-01-01 01:45:00,13-8,89,1p_household
220,2024-01-01 01:45:00,3-0,223,4p_household
95,2024-01-01 01:45:00,3-1,95,1p_household
150,2024-01-01 01:45:00,3-2,147,2p_household
1040,2024-01-01 01:45:00,3-3,1052,store
150,2024-01-01 01:45:00,3-4,145,2p_household
90,2024-01-01 01:45:00,3-5,92,1p_household
150,2024-01-01 01:45:00,3-6,150,2p_household
95,2024-01-01 01:45:00,3-7,93,1p_household
90,2024-01-01 01:45:00,3-8,92,1p_household
85,2024-01-01 02:00:00,8-0,85,1p_household
150,2024-01-01 02:00:00,8-1,148,2p_household
90,2024-01-01 02:00:00,8-2,88,1p_household
150,2024-01-01 02:00:00,8-3,148,2p_household
95,2024-01-01 02:00:00,8-4,93,1p_household
220,2024-01-01 02:00:00,8-5,225,3p_household
140,2024-01-01 02:00:00,8-6,141,2p_household
85,2024-01-01 02:00:00,11-0,85,1p_household
85,2024-01-01 02:00:00,11-1,86,1p_household
90,2024-01-01 02:00:00,11-2,91,1p_household
220,2024-01-01 02:00:00,11-3,224,3p_household
150,2024-01-01 02:00:00,11-4,154,2p_household
90,2024-01-01 02:00:00,11-5,90,1p_household
140,2024-01-01 02:00:00,11-6,142,2p_household
220,2024-01-01 02:00:00,11-7,215,3p_household
90,2024-01-01 02:00:00,11-8,90,1p_household
140,2024-01-01 02:00:00,5-0,144,2p_household
85,2024-01-01 02:00:00,5-1,87,1p_household
90,2024-01-01 02:00:00,5-2,91,1p_household
90,2024-01-01 02:00:00,5-3,89,1p_household
85,2024-01-01 02:00:00,5-4,85,1p_household
150,2024-01-01 02:00:00,5-5,152,2p_household
220,2024-01-01 02:00:00,5-6,215,4p_household
220,2024-01-01 02:00:00,5-7,220,4p_household
150,2024-01-01 02:00:00,5-8,151,2p_household
220,2024-01-01 02:00:00,5-9,213,4p_household
90,2024-01-01 02:00:00,5-10,92,1p_household
150,2024-01-01 02:00:00,13-0,153,2p_household
150,2024-01-01 02:00:00,13-1,154,2p_household
95,2024-01-01 02:00:00,13-2,93,1p_household
85,2024-01-01 02:00:00,13-3,85,1p_household
90,2024-01-01 02:00:00,13-4,92,1p_household
220,2024-01-01 02:00:00,13-5,225,4p_household
150,2024-01-01 02:00:00,13-6,153,2p_household
200,2024-01-01 02:00:00,13-7,205,4p_household
90,2024-01-01 02:00:00,13-8,92,1p_household
200,2024-01-01 02:00:00,3-0,207,4p_household
90,2024-01-01 02:00:00,3-1,89,1p_household
150,2024-01-01 02:00:00,3-2,150,2p_household
1040,2024-01-01 02:00:00,3-3,1067,store
150,2024-01-01 02:00:00,3-4,154,2p_household
85,2024-01-01 02:00:00,3-5,85,1p_household
150,2024-01-01 02:00:00,3-6,151,2p_household
95,2024-01-01 02:00:00,3-7,93,1p_household
95,2024-01-01 02:00:00,3-8,93,1p_household
85,2024-01-01 02:15:00,8-0,86,1p_household
140,2024-01-01 02:15:00,8-1,141,2p_household
85,2024-01-01 02:15:00,8-2,84,1p_household
150,2024-01-01 02:15:00,8-3,146,2p_household
90,2024-01-01 02:15:00,8-4,91,1p_household
220,2024-01-01 02:15:00,8-5,211,3p_household
150,2024-01-01 02:15:00,8-6,146,2p_household
90,2024-01-01 02:15:00,11-0,88,1p_household
85,2024-01-01 02:15:00,11-1,85,1p_household
90,2024-01-01 02:15:00,11-2,88,1p_household
220,2024-01-01 02:15:00,11-3,210,3p_household
150,2024-01-01 02:15:00,11-4,152,2p_household
85,2024-01-01 02:15:00,11-5,87,1p_household
140,2024-01-01 02:15:00,11-6,143,2p_household
220,2024-01-01 02:15:00,11-7,216,3p_household
90,2024-01-01 02:15:00,11-8,89,1p_household
140,2024-01-01 02:15:00,5-0,139,2p_household
85,2024-01-01 02:15:00,5-1,86,1p_household
90,2024-01-01 02:15:00,5-2,88,1p_household
90,2024-01-01 02:15:00,5-3,88,1p_household
90,2024-01-01 02:15:00,5-4,90,1p_household
140,2024-01-01 02:15:00,5-5,141,2p_household
220,2024-01-01 02:15:00,5-6,212,4p_household
220,2024-01-01 02:15:00,5-7,218,4p_household
150,2024-01-01 02:15:00,5-8,149,2p_household
220,2024-01-01 02:15:00,5-9,218,4p_household
90,2024-01-01 02:15:00,5-10,89,1p_household
140,2024-01-01 02:15:00,13-0,144,2p_household
150,2024-01-01 02:15:00,13-1,148,2p_household
90,2024-01-01 02:15:00,13-2,89,1p_household
85,2024-01-01 02:15:00,13-3,84,1p_household
85,2024-01-01 02:15:00,13-4,86,1p_household
220,2024-01-01 02:15:00,13-5,219,4p_household
150,2024-01-01 02:15:00,13-6,152,2p_household
200,2024-01-01 02:15:00,13-7,203,4p_household
85,2024-01-01 02:15:00,13-8,84,1p_household
220,2024-01-01 02:15:00,3-0,214,4p_household
90,2024-01-01 02:15:00,3-1,91,1p_household
140,2024-01-01 02:15:00,3-2,144,2p_household
960,2024-01-01 02:15:00,3-3,977,store
140,2024-01-01 02:15:00,3-4,143,2p_household
90,2024-01-01 02:15:00,3-5,88,1p_household
140,2024-01-01 02:15:00,3-6,142,2p_household
85,2024-01-01 02:15:00,3-7,84,1p_household
85,2024-01-01 02:15:00,3-8,87,1p_household
90,2024-01-01 02:30:00,8-0,89,1p_household
140,2024-01-01 02:30:00,8-1,141,2p_household
85,2024-01-01 02:30:00,8-2,83,1p_household
140,2024-01-01 02:30:00,8-3,143,2p_household
90,2024-01-01 02:30:00,8-4,90,1p_household
220,2024-01-01 02:30:00,8-5,211,3p_household
150,2024-01-01 02:30:00,8-6,146,2p_household
90,2024-01-01 02:30:00,11-0,88,1p_household
90,2024-01-01 02:30:00,11-1,90,1p_household
85,2024-01-01 02:30:00,11-2,86,1p_household
200,2024-01-01 02:30:00,11-3,205,3p_household
150,2024-01-01 02:30:00,11-4,148,2p_household
85,2024-01-01 02:30:00,11-5,86,1p_household
150,2024-01-01 02:30:00,11-6,146,2p_household
200,2024-01-01 02:30:00,11-7,205,3p_household
85,2024-01-01 02:30:00,11-8,84,1p_household
140,2024-01-01 02:30:00,5-0,144,2p_household
85,2024-01-01 02:30:00,5-1,86,1p_household
85,2024-01-01 02:30:00,5-2,83,1p_household
85,2024-01-01 02:30:00,5-3,85,1p_household
90,2024-01-01 02:30:00,5-4,91,1p_household
150,2024-01-01 02:30:00,5-5,148,2p_household
220,2024-01-01 02:30:00,5-6,213,4p_household
220,2024-01-01 02:30:00,5-7,216,4p_household
150,2024-01-01 02:30:00,5-8,149,2p_household
200,2024-01-01 02:30:00,5-9,205,4p_household
90,2024-01-01 02:30:00,5-10,88,1p_household
140,2024-01-01 02:30:00,13-0,138,2p_household
140,2024-01-01 02:30:00,13-1,144,2p_household
85,2024-01-01 02:30:00,13-2,87,1p_household
85,2024-01-01 02:30:00,13-3,84,1p_household
90,2024-01-01 02:30:00,13-4,88,1p_household
200,2024-01-01 02:30:00,13-5,199,4p_household
150,2024-01-01 02:30:00,13-6,150,2p_household
200,2024-01-01 02:30:00,13-7,205,4p_household
90,2024-01-01 02:30:00,13-8,91,1p_household
220,2024-01-01 02:30:00,3-0,211,4p_household
90,2024-01-01 02:30:00,3-1,91,1p_household
140,2024-01-01 02:30:00,3-2,142,2p_household
1040,2024-01-01 02:30:00,3-3,1029,store
150,2024-01-01 02:30:00,3-4,149,2p_household
90,2024-01-01 02:30:00,3-5,89,1p_household
150,2024-01-01 02:30:00,3-6,148,2p_household
85,2024-01-01 02:30:00,3-7,84,1p_household
90,2024-01-01 02:30:00,3-8,90,1p_household
90,2024-01-01 02:45:00,8-0,88,1p_household
150,2024-01-01 02:45:00,8-1,145,2p_household
85,2024-01-01 02:45:00,8-2,84,1p_household
150,2024-01-01 02:45:00,8-3,149,2p_household
85,2024-01-01 02:45:00,8-4,83,1p_household
200,2024-01-01 02:45:00,8-5,209,3p_household
150,2024-01-01 02:45:00,8-6,145,2p_household
85,2024-01-01 02:45:00,11-0,87,1p_household
85,2024-01-01 02:45:00,11-1,87,1p_household
85,2024-01-01 02:45:00,11-2,85,1p_household
200,2024-01-01 02:45:00,11-3,198,3p_household
140,2024-01-01 02:45:00,11-4,136,2p_household
85,2024-01-01 02:45:00,11-5,87,1p_household
150,2024-01-01 02:45:00,11-6,145,2p_household
200,2024-01-01 02:45:00,11-7,205,3p_household
85,2024-01-01 02:45:00,11-8,83,1p_household
150,2024-01-01 02:45:00,5-0,148,2p_household
85,2024-01-01 02:45:00,5-1,86,1p_household
80,2024-01-01 02:45:00,5-2,82,1p_household
90,2024-01-01 02:45:00,5-3,89,1p_household
85,2024-01-01 02:45:00,5-4,87,1p_household
140,2024-01-01 02:45:00,5-5,139,2p_household
200,2024-01-01 02:45:00,5-6,203,4p_household
200,2024-01-01 02:45:00,5-7,201,4p_household
140,2024-01-01 02:45:00,5-8,138,2p_household
200,2024-01-01 02:45:00,5-9,200,4p_household
85,2024-01-01 02:45:00,5-10,87,1p_household
140,2024-01-01 02:45:00,13-0,143,2p_household
140,2024-01-01 02:45:00,13-1,137,2p_household
85,2024-01-01 02:45:00,13-2,86,1p_household
85,2024-01-01 02:45:00,13-3,86,1p_household
85,2024-01-01 02:45:00,13-4,84,1p_household
220,2024-01-01 02:45:00,13-5,212,4p_household
140,2024-01-01 02:45:00,13-6,141,2p_household
220,2024-01-01 02:45:00,13-7,217,4p_household
85,2024-01-01 02:45:00,13-8,87,1p_household
220,2024-01-01 02:45:00,3-0,210,4p_household
90,2024-01-01 02:45:00,3-1,88,1p_household
140,2024-01-01 02:45:00,3-2,138,2p_household
960,2024-01-01 02:45:00,3-3,976,store
150,2024-01-01 02:45:00,3-4,148,2p_household
80,2024-01-01 02:45:00,3-5,82,1p_household
