value,time,ID,orig_measurement,type
150,2024-01-01 00:15:00,13-0,150,1p_household
150,2024-01-01 00:15:00,13-1,145,1p_household
150,2024-01-01 00:15:00,13-2,150,1p_household
260,2024-01-01 00:15:00,13-3,250,2p_household
240,2024-01-01 00:15:00,13-4,243,2p_household
360,2024-01-01 00:15:00,13-5,353,3p_household
160,2024-01-01 00:15:00,3-0,155,1p_household
260,2024-01-01 00:15:00,3-1,255,2p_household
360,2024-01-01 00:15:00,3-2,358,3p_household
260,2024-01-01 00:15:00,3-3,251,2p_household
150,2024-01-01 00:15:00,3-4,150,1p_household
260,2024-01-01 00:15:00,3-5,250,2p_household
160,2024-01-01 00:15:00,3-6,155,1p_household
150,2024-01-01 00:15:00,3-7,147,1p_household
260,2024-01-01 00:15:00,3-8,255,2p_household
140,2024-01-01 00:30:00,7-0,136,1p_household
220,2024-01-01 00:30:00,7-1,220,2p_household
130,2024-01-01 00:30:00,7-2,129,1p_household
140,2024-01-01 00:30:00,7-3,136,1p_household
130,2024-01-01 00:30:00,7-4,132,1p_household
130,2024-01-01 00:30:00,7-5,130,1p_household
220,2024-01-01 00:30:00,7-6,212,2p_household
320,2024-01-01 00:30:00,7-7,325,3p_household
140,2024-01-01 00:30:00,7-8,139,1p_household
220,2024-01-01 00:30:00,10-0,227,2p_household
140,2024-01-01 00:30:00,10-1,137,1p_household
340,2024-01-01 00:30:00,10-2,334,3p_household
220,2024-01-01 00:30:00,10-3,222,2p_household
220,2024-01-01 00:30:00,10-4,224,2p_household
240,2024-01-01 00:30:00,10-5,231,2p_household
130,2024-01-01 00:30:00,10-6,128,1p_household
1120,2024-01-01 00:30:00,10-7,1082,store
220,2024-01-01 00:30:00,10-8,213,2p_household
130,2024-01-01 00:30:00,10-9,128,1p_household
130,2024-01-01 00:30:00,13-0,132,1p_household
140,2024-01-01 00:30:00,13-1,135,1p_household
140,2024-01-01 00:30:00,13-2,137,1p_household
220,2024-01-01 00:30:00,13-3,218,2p_household
220,2024-01-01 00:30:00,13-4,216,2p_household
300,2024-01-01 00:30:00,13-5,309,3p_household
130,2024-01-01 00:30:00,3-0,128,1p_household
220,2024-01-01 00:30:00,3-1,212,2p_household
340,2024-01-01 00:30:00,3-2,333,3p_household
220,2024-01-01 00:30:00,3-3,213,2p_household
130,2024-01-01 00:30:00,3-4,134,1p_household
220,2024-01-01 00:30:00,3-5,226,2p_household
130,2024-01-01 00:30:00,3-6,127,1p_household
130,2024-01-01 00:30:00,3-7,130,1p_household
220,2024-01-01 00:30:00,3-8,218,2p_household
240,2024-01-01 00:30:00,4-0,231,2p_household
320,2024-01-01 00:30:00,4-1,320,4p_household
320,2024-01-01 00:30:00,4-2,320,4p_household
240,2024-01-01 00:30:00,4-3,231,2p_household
130,2024-01-01 00:30:00,4-4,127,1p_household
320,2024-01-01 00:30:00,4-5,329,4p_household
190,2024-01-01 00:45:00,10-0,193,2p_household
120,2024-01-01 00:45:00,10-1,116,1p_household
280,2024-01-01 00:45:00,10-2,284,3p_household
190,2024-01-01 00:45:00,10-3,192,2p_household
200,2024-01-01 00:45:00,10-4,208,2p_household
200,2024-01-01 00:45:00,10-5,203,2p_household
120,2024-01-01 00:45:00,10-6,115,1p_household
1120,2024-01-01 00:45:00,10-7,1105,store
190,2024-01-01 00:45:00,10-8,193,2p_household
120,2024-01-01 00:45:00,10-9,122,1p_household
120,2024-01-01 00:45:00,13-0,116,1p_household
120,2024-01-01 00:45:00,13-1,115,1p_household
120,2024-01-01 00:45:00,13-2,117,1p_household
200,2024-01-01 00:45:00,13-3,201,2p_household
190,2024-01-01 00:45:00,13-4,194,2p_household
300,2024-01-01 00:45:00,13-5,291,3p_household
120,2024-01-01 00:45:00,3-0,118,1p_household
190,2024-01-01 00:45:00,3-1,194,2p_household
300,2024-01-01 00:45:00,3-2,296,3p_household
190,2024-01-01 00:45:00,3-3,192,2p_household
120,2024-01-01 00:45:00,3-4,124,1p_household
200,2024-01-01 00:45:00,3-5,198,2p_household
120,2024-01-01 00:45:00,3-6,119,1p_household
120,2024-01-01 00:45:00,3-7,116,1p_household
190,2024-01-01 00:45:00,3-8,190,2p_household
200,2024-01-01 00:45:00,4-0,206,2p_household
280,2024-01-01 00:45:00,4-1,289,4p_household
300,2024-01-01 00:45:00,4-2,302,4p_household
190,2024-01-01 00:45:00,4-3,193,2p_household
130,2024-01-01 00:45:00,4-4,126,1p_household
280,2024-01-01 00:45:00,4-5,278,4p_household
120,2024-01-01 00:45:00,7-0,120,1p_household
200,2024-01-01 00:45:00,7-1,202,2p_household
120,2024-01-01 00:45:00,7-2,123,1p_household
120,2024-01-01 00:45:00,7-3,119,1p_household
120,2024-01-01 00:45:00,7-4,117,1p_household
120,2024-01-01 00:45:00,7-5,124,1p_household
200,2024-01-01 00:45:00,7-6,204,2p_household
280,2024-01-01 00:45:00,7-7,283,3p_household
120,2024-01-01 00:45:00,7-8,119,1p_household
110,2024-01-01 01:00:00,13-0,108,1p_household
110,2024-01-01 01:00:00,13-1,113,1p_household
110,2024-01-01 01:00:00,13-2,109,1p_household
180,2024-01-01 01:00:00,13-3,179,2p_household
180,2024-01-01 01:00:00,13-4,178,2p_household
280,2024-01-01 01:00:00,13-5,271,3p_household
110,2024-01-01 01:00:00,3-0,105,1p_household
180,2024-01-01 01:00:00,3-1,176,2p_household
260,2024-01-01 01:00:00,3-2,262,3p_household
180,2024-01-01 01:00:00,3-3,180,2p_household
110,2024-01-01 01:00:00,3-4,108,1p_household
190,2024-01-01 01:00:00,3-5,188,2p_household
110,2024-01-01 01:00:00,3-6,108,1p_household
110,2024-01-01 01:00:00,3-7,114,1p_household
170,2024-01-01 01:00:00,3-8,174,2p_household
180,2024-01-01 01:00:00,4-0,180,2p_household
260,2024-01-01 01:00:00,4-1,268,4p_household
260,2024-01-01 01:00:00,4-2,251,4p_household
180,2024-01-01 01:00:00,4-3,180,2p_household
110,2024-01-01 01:00:00,4-4,107,1p_household
260,2024-01-01 01:00:00,4-5,262,4p_household
110,2024-01-01 01:00:00,7-0,114,1p_household
180,2024-01-01 01:00:00,7-1,182,2p_household
110,2024-01-01 01:00:00,7-2,113,1p_household
110,2024-01-01 01:00:00,7-3,112,1p_household
110,2024-01-01 01:00:00,7-4,114,1p_household
110,2024-01-01 01:00:00,7-5,105,1p_household
180,2024-01-01 01:00:00,7-6,181,2p_household
280,2024-01-01 01:00:00,7-7,273,3p_household
110,2024-01-01 01:00:00,7-8,110,1p_household
190,2024-01-01 01:00:00,10-0,189,2p_household
110,2024-01-01 01:00:00,10-1,109,1p_household
260,2024-01-01 01:00:00,10-2,266,3p_household
180,2024-01-01 01:00:00,10-3,180,2p_household
180,2024-01-01 01:00:00,10-4,184,2p_household
180,2024-01-01 01:00:00,10-5,175,2p_household
110,2024-01-01 01:00:00,10-6,110,1p_household
1040,2024-01-01 01:00:00,10-7,1013,store
170,2024-01-01 01:00:00,10-8,174,2p_household
110,2024-01-01 01:00:00,10-9,113,1p_household
100,2024-01-01 01:15:00,3-0,103,1p_household
160,2024-01-01 01:15:00,3-1,164,2p_household
260,2024-01-01 01:15:00,3-2,255,3p_household
170,2024-01-01 01:15:00,3-3,166,2p_household
100,2024-01-01 01:15:00,3-4,104,1p_household
170,2024-01-01 01:15:00,3-5,165,2p_household
95,2024-01-01 01:15:00,3-6,97,1p_household
95,2024-01-01 01:15:00,3-7,97,1p_household
170,2024-01-01 01:15:00,3-8,173,2p_household
170,2024-01-01 01:15:00,4-0,169,2p_household
260,2024-01-01 01:15:00,4-1,251,4p_household
240,2024-01-01 01:15:00,4-2,247,4p_household
160,2024-01-01 01:15:00,4-3,164,2p_household
95,2024-01-01 01:15:00,4-4,97,1p_household
240,2024-01-01 01:15:00,4-5,237,4p_household
100,2024-01-01 01:15:00,7-0,103,1p_household
170,2024-01-01 01:15:00,7-1,173,2p_household
100,2024-01-01 01:15:00,7-2,102,1p_household
100,2024-01-01 01:15:00,7-3,100,1p_household
100,2024-01-01 01:15:00,7-4,98,1p_household
100,2024-01-01 01:15:00,7-5,99,1p_household
180,2024-01-01 01:15:00,7-6,176,2p_household
240,2024-01-01 01:15:00,7-7,239,3p_household
110,2024-01-01 01:15:00,7-8,105,1p_household
180,2024-01-01 01:15:00,10-0,175,2p_household
100,2024-01-01 01:15:00,10-1,98,1p_household
240,2024-01-01 01:15:00,10-2,237,3p_household
170,2024-01-01 01:15:00,10-3,172,2p_household
160,2024-01-01 01:15:00,10-4,164,2p_household
170,2024-01-01 01:15:00,10-5,170,2p_household
100,2024-01-01 01:15:00,10-6,103,1p_household
960,2024-01-01 01:15:00,10-7,990,store
170,2024-01-01 01:15:00,10-8,169,2p_household
100,2024-01-01 01:15:00,10-9,98,1p_household
95,2024-01-01 01:15:00,13-0,97,1p_household
100,2024-01-01 01:15:00,13-1,104,1p_household
100,2024-01-01 01:15:00,13-2,101,1p_household
160,2024-01-01 01:15:00,13-3,161,2p_household
170,2024-01-01 01:15:00,13-4,173,2p_household
260,2024-01-01 01:15:00,13-5,255,3p_household
160,2024-01-01 01:30:00,4-0,160,2p_household
220,2024-01-01 01:30:00,4-1,226,4p_household
220,2024-01-01 01:30:00,4-2,224,4p_household
150,2024-01-01 01:30:00,4-3,153,2p_household
100,2024-01-01 01:30:00,4-4,98,1p_household
240,2024-01-01 01:30:00,4-5,230,4p_household
95,2024-01-01 01:30:00,7-0,93,1p_household
160,2024-01-01 01:30:00,7-1,159,2p_household
90,2024-01-01 01:30:00,7-2,91,1p_household
90,2024-01-01 01:30:00,7-3,92,1p_household
95,2024-01-01 01:30:00,7-4,95,1p_household
95,2024-01-01 01:30:00,7-5,94,1p_household
160,2024-01-01 01:30:00,7-6,156,2p_household
220,2024-01-01 01:30:00,7-7,226,3p_household
90,2024-01-01 01:30:00,7-8,91,1p_household
150,2024-01-01 01:30:00,10-0,154,2p_household
90,2024-01-01 01:30:00,10-1,92,1p_household
240,2024-01-01 01:30:00,10-2,230,3p_household
150,2024-01-01 01:30:00,10-3,151,2p_household
160,2024-01-01 01:30:00,10-4,157,2p_household
160,2024-01-01 01:30:00,10-5,155,2p_household
90,2024-01-01 01:30:00,10-6,92,1p_household
1040,2024-01-01 01:30:00,10-7,1065,store
160,2024-01-01 01:30:00,10-8,159,2p_household
100,2024-01-01 01:30:00,10-9,100,1p_household
90,2024-01-01 01:30:00,13-0,92,1p_household
90,2024-01-01 01:30:00,13-1,92,1p_household
95,2024-01-01 01:30:00,13-2,94,1p_household
160,2024-01-01 01:30:00,13-3,156,2p_household
150,2024-01-01 01:30:00,13-4,152,2p_household
240,2024-01-01 01:30:00,13-5,232,3p_household
95,2024-01-01 01:30:00,3-0,95,1p_household
160,2024-01-01 01:30:00,3-1,163,2p_household
240,2024-01-01 01:30:00,3-2,234,3p_household
160,2024-01-01 01:30:00,3-3,157,2p_household
100,2024-01-01 01:30:00,3-4,99,1p_household
150,2024-01-01 01:30:00,3-5,153,2p_household
100,2024-01-01 01:30:00,3-6,100,1p_household
95,2024-01-01 01:30:00,3-7,97,1p_household
160,2024-01-01 01:30:00,3-8,159,2p_household
90,2024-01-01 01:45:00,7-0,89,1p_household
150,2024-01-01 01:45:00,7-1,146,2p_household
90,2024-01-01 01:45:00,7-2,91,1p_household
95,2024-01-01 01:45:00,7-3,93,1p_household
90,2024-01-01 01:45:00,7-4,89,1p_household
90,2024-01-01 01:45:00,7-5,88,1p_household
160,2024-01-01 01:45:00,7-6,156,2p_household
220,2024-01-01 01:45:00,7-7,221,3p_household
95,2024-01-01 01:45:00,7-8,94,1p_household
150,2024-01-01 01:45:00,10-0,149,2p_household
90,2024-01-01 01:45:00,10-1,89,1p_household
240,2024-01-01 01:45:00,10-2,230,3p_household
150,2024-01-01 01:45:00,10-3,145,2p_household
160,2024-01-01 01:45:00,10-4,156,2p_household
160,2024-01-01 01:45:00,10-5,156,2p_household
95,2024-01-01 01:45:00,10-6,96,1p_household
1040,2024-01-01 01:45:00,10-7,1025,store
150,2024-01-01 01:45:00,10-8,147,2p_household
95,2024-01-01 01:45:00,10-9,93,1p_household
90,2024-01-01 01:45:00,13-0,92,1p_household
90,2024-01-01 01:45:00,13-1,92,1p_household
90,2024-01-01 01:45:00,13-2,92,1p_household
160,2024-01-01 01:45:00,13-3,156,2p_household
160,2024-01-01 01:45:00,13-4,159,2p_household
240,2024-01-01 01:45:00,13-5,232,3p_household
95,2024-01-01 01:45:00,3-0,95,1p_household
150,2024-01-01 01:45:00,3-1,145,2p_household
220,2024-01-01 01:45:00,3-2,226,3p_household
150,2024-01-01 01:45:00,3-3,154,2p_household
90,2024-01-01 01:45:00,3-4,90,1p_household
150,2024-01-01 01:45:00,3-5,148,2p_household
90,2024-01-01 01:45:00,3-6,91,1p_household
95,2024-01-01 01:45:00,3-7,95,1p_household
160,2024-01-01 01:45:00,3-8,157,2p_household
160,2024-01-01 01:45:00,4-0,159,2p_household
220,2024-01-01 01:45:00,4-1,213,4p_household
220,2024-01-01 01:45:00,4-2,227,4p_household
150,2024-01-01 01:45:00,4-3,152,2p_household
90,2024-01-01 01:45:00,4-4,91,1p_household
220,2024-01-01 01:45:00,4-5,228,4p_household
150,2024-01-01 02:00:00,10-0,148,2p_household
85,2024-01-01 02:00:00,10-1,85,1p_household
220,2024-01-01 02:00:00,10-2,214,3p_household
150,2024-01-01 02:00:00,10-3,153,2p_household
150,2024-01-01 02:00:00,10-4,146,2p_household
150,2024-01-01 02:00:00,10-5,150,2p_household
90,2024-01-01 02:00:00,10-6,88,1p_household
960,2024-01-01 02:00:00,10-7,989,store
140,2024-01-01 02:00:00,10-8,141,2p_household
95,2024-01-01 02:00:00,10-9,93,1p_household
90,2024-01-01 02:00:00,13-0,90,1p_household
85,2024-01-01 02:00:00,13-1,85,1p_household
90,2024-01-01 02:00:00,13-2,90,1p_household
140,2024-01-01 02:00:00,13-3,141,2p_household
140,2024-01-01 02:00:00,13-4,141,2p_household
200,2024-01-01 02:00:00,13-5,208,3p_household
90,2024-01-01 02:00:00,3-0,89,1p_household
150,2024-01-01 02:00:00,3-1,145,2p_household
220,2024-01-01 02:00:00,3-2,222,3p_household
150,2024-01-01 02:00:00,3-3,149,2p_household
90,2024-01-01 02:00:00,3-4,89,1p_household
140,2024-01-01 02:00:00,3-5,144,2p_household
95,2024-01-01 02:00:00,3-6,93,1p_household
85,2024-01-01 02:00:00,3-7,87,1p_household
140,2024-01-01 02:00:00,3-8,144,2p_household
150,2024-01-01 02:00:00,4-0,153,2p_household
220,2024-01-01 02:00:00,4-1,216,4p_household
200,2024-01-01 02:00:00,4-2,208,4p_household
150,2024-01-01 02:00:00,4-3,153,2p_household
85,2024-01-01 02:00:00,4-4,87,1p_household
220,2024-01-01 02:00:00,4-5,211,4p_household
95,2024-01-01 02:00:00,7-0,93,1p_household
150,2024-01-01 02:00:00,7-1,151,2p_household
85,2024-01-01 02:00:00,7-2,87,1p_household
85,2024-01-01 02:00:00,7-3,86,1p_household
90,2024-01-01 02:00:00,7-4,91,1p_household
90,2024-01-01 02:00:00,7-5,90,1p_household
150,2024-01-01 02:00:00,7-6,148,2p_household
200,2024-01-01 02:00:00,7-7,207,3p_household
85,2024-01-01 02:00:00,7-8,87,1p_household
85,2024-01-01 02:15:00,13-0,84,1p_household
85,2024-01-01 02:15:00,13-1,84,1p_household
90,2024-01-01 02:15:00,13-2,91,1p_household
150,2024-01-01 02:15:00,13-3,147,2p_household
150,2024-01-01 02:15:00,13-4,145,2p_household
220,2024-01-01 02:15:00,13-5,212,3p_household
85,2024-01-01 02:15:00,3-0,86,1p_household
140,2024-01-01 02:15:00,3-1,142,2p_household
220,2024-01-01 02:15:00,3-2,212,3p_household
140,2024-01-01 02:15:00,3-3,143,2p_household
90,2024-01-01 02:15:00,3-4,92,1p_household
150,2024-01-01 02:15:00,3-5,146,2p_household
90,2024-01-01 02:15:00,3-6,90,1p_household
90,2024-01-01 02:15:00,3-7,91,1p_household
150,2024-01-01 02:15:00,3-8,146,2p_household
140,2024-01-01 02:15:00,4-0,141,2p_household
200,2024-01-01 02:15:00,4-1,206,4p_household
220,2024-01-01 02:15:00,4-2,217,4p_household
150,2024-01-01 02:15:00,4-3,149,2p_household
90,2024-01-01 02:15:00,4-4,90,1p_household
200,2024-01-01 02:15:00,4-5,204,4p_household
90,2024-01-01 02:15:00,7-0,90,1p_household
140,2024-01-01 02:15:00,7-1,144,2p_household
90,2024-01-01 02:15:00,7-2,92,1p_household
85,2024-01-01 02:15:00,7-3,84,1p_household
85,2024-01-01 02:15:00,7-4,85,1p_household
85,2024-01-01 02:15:00,7-5,85,1p_household
140,2024-01-01 02:15:00,7-6,140,2p_household
220,2024-01-01 02:15:00,7-7,210,3p_household
90,2024-01-01 02:15:00,7-8,92,1p_household
140,2024-01-01 02:15:00,10-0,142,2p_household
90,2024-01-01 02:15:00,10-1,90,1p_household
220,2024-01-01 02:15:00,10-2,215,3p_household
140,2024-01-01 02:15:00,10-3,140,2p_household
150,2024-01-01 02:15:00,10-4,150,2p_household
140,2024-01-01 02:15:00,10-5,142,2p_household
90,2024-01-01 02:15:00,10-6,89,1p_household
1040,2024-01-01 02:15:00,10-7,1062,store
150,2024-01-01 02:15:00,10-8,147,2p_household
90,2024-01-01 02:15:00,10-9,89,1p_household
85,2024-01-01 02:30:00,3-0,84,1p_household
150,2024-01-01 02:30:00,3-1,150,2p_household
200,2024-01-01 02:30:00,3-2,199,3p_household
150,2024-01-01 02:30:00,3-3,148,2p_household
85,2024-01-01 02:30:00,3-4,87,1p_household
140,2024-01-01 02:30:00,3-5,142,2p_household
85,2024-01-01 02:30:00,3-6,86,1p_household
85,2024-01-01 02:30:00,3-7,85,1p_household
140,2024-01-01 02:30:00,3-8,144,2p_household
140,2024-01-01 02:30:00,4-0,138,2p_household
220,2024-01-01 02:30:00,4-1,215,4p_household
200,2024-01-01 02:30:00,4-2,199,4p_household
140,2024-01-01 02:30:00,4-3,140,2p_household
85,2024-01-01 02:30:00,4-4,83,1p_household
200,2024-01-01 02:30:00,4-5,204,4p_household
85,2024-01-01 02:30:00,7-0,85,1p_household
140,2024-01-01 02:30:00,7-1,140,2p_household
85,2024-01-01 02:30:00,7-2,85,1p_household
90,2024-01-01 02:30:00,7-3,89,1p_household
85,2024-01-01 02:30:00,7-4,83,1p_household
90,2024-01-01 02:30:00,7-5,91,1p_household
140,2024-01-01 02:30:00,7-6,144,2p_household
200,2024-01-01 02:30:00,7-7,207,3p_household
90,2024-01-01 02:30:00,7-8,89,1p_household
140,2024-01-01 02:30:00,10-0,137,2p_household
90,2024-01-01 02:30:00,10-1,90,1p_household
200,2024-01-01 02:30:00,10-2,205,3p_household
150,2024-01-01 02:30:00,10-3,146,2p_household
140,2024-01-01 02:30:00,10-4,143,2p_household
140,2024-01-01 02:30:00,10-5,138,2p_household
90,2024-01-01 02:30:00,10-6,88,1p_household
960,2024-01-01 02:30:00,10-7,985,store
140,2024-01-01 02:30:00,10-8,141,2p_household
85,2024-01-01 02:30:00,10-9,85,1p_household
85,2024-01-01 02:30:00,13-0,85,1p_household
85,2024-01-01 02:30:00,13-1,83,1p_household
85,2024-01-01 02:30:00,13-2,85,1p_household
140,2024-01-01 02:30:00,13-3,143,2p_household
150,2024-01-01 02:30:00,13-4,148,2p_household
220,2024-01-01 02:30:00,13-5,215,3p_household
140,2024-01-01 02:45:00,4-0,141,2p_household
220,2024-01-01 02:45:00,4-1,212,4p_household
220,2024-01-01 02:45:00,4-2,212,4p_household
140,2024-01-01 02:45:00,4-3,137,2p_household
85,2024-01-01 02:45:00,4-4,83,1p_household
200,2024-01-01 02:45:00,4-5,201,4p_household
85,2024-01-01 02:45:00,7-0,86,1p_household
140,2024-01-01 02:45:00,7-1,139,2p_household
85,2024-01-01 02:45:00,7-2,83,1p_household
90,2024-01-01 02:45:00,7-3,88,1p_household
85,2024-01-01 02:45:00,7-4,85,1p_household
85,2024-01-01 02:45:00,7-5,85,1p_household
150,2024-01-01 02:45:00,7-6,145,2p_household
200,2024-01-01 02:45:00,7-7,205,3p_household
90,2024-01-01 02:45:00,7-8,90,1p_household
140,2024-01-01 02:45:00,10-0,143,2p_household
85,2024-01-01 02:45:00,10-1,84,1p_household
200,2024-01-01 02:45:00,10-2,209,3p_household
140,2024-01-01 02:45:00,10-3,141,2p_household
140,2024-01-01 02:45:00,10-4,137,2p_household
150,2024-01-01 02:45:00,10-5,148,2p_household
90,2024-01-01 02:45:00,10-6,88,1p_household
960,2024-01-01 02:45:00,10-7,967,store
140,2024-01-01 02:45:00,10-8,141,2p_household
85,2024-01-01 02:45:00,10-9,83,1p_household
85,2024-01-01 02:45:00,13-0,87,1p_household
85,2024-01-01 02:45:00,13-1,87,1p_household
85,2024-01-01 02:45:00,13-2,86,1p_household
140,2024-01-01 02:45:00,13-3,143,2p_household
140,2024-01-01 02:45:00,13-4,140,2p_household
200,2024-01-01 02:45:00,13-5,206,3p_household
85,2024-01-01 02:45:00,3-0,85,1p_household
150,2024-01-01 02:45:00,3-1,146,2p_household
200,2024-01-01 02:45:00,3-2,202,3p_household
140,2024-01-01 02:45:00,3-3,138,2p_household
80,2024-01-01 02:45:00,3-4,82,1p_household
140,2024-01-01 02:45:00,3-5,144,2p_household
85,2024-01-01 02:45:00,3-6,83,1p_household
85,2024-01-01 02:45:00,3-7,84,1p_household
140,2024-01-01 02:45:00,3-8,142,2p_household
85,2024-01-01 03:00:00,7-0,86,1p_household
140,2024-01-01 03:00:00,7-1,137,2p_household
85,2024-01-01 03:00:00,7-2,86,1p_household
85,2024-01-01 03:00:00,7-3,86,1p_household
90,2024-01-01 03:00:00,7-4,88,1p_household
90,2024-01-01 03:00:00,7-5,89,1p_household
140,2024-01-01 03:00:00,7-6,136,2p_household
220,2024-01-01 03:00:00,7-7,216,3p_household
85,2024-01-01 03:00:00,7-8,85,1p_household
150,2024-01-01 03:00:00,10-0,146,2p_household
90,2024-01-01 03:00:00,10-1,88,1p_household
200,2024-01-01 03:00:00,10-2,200,3p_household
140,2024-01-01 03:00:00,10-3,137,2p_household
140,2024-01-01 03:00:00,10-4,139,2p_household
150,2024-01-01 03:00:00,10-5,146,2p_household
90,2024-01-01 03:00:00,10-6,90,1p_household
1040,2024-01-01 03:00:00,10-7,1003,store
140,2024-01-01 03:00:00,10-8,139,2p_household
85,2024-01-01 03:00:00,10-9,86,1p_household
85,2024-01-01 03:00:00,13-0,83,1p_household
80,2024-01-01 03:00:00,13-1,82,1p_household
90,2024-01-01 03:00:00,13-2,90,1p_household
150,2024-01-01 03:00:00,13-3,145,2p_household
140,2024-01-01 03:00:00,13-4,139,2p_household
200,2024-01-01 03:00:00,13-5,208,3p_household
90,2024-01-01 03:00:00,3-0,90,1p_household
140,2024-01-01 03:00:00,3-1,138,2p_household
200,2024-01-01 03:00:00,3-2,205,3p_household
150,2024-01-01 03:00:00,3-3,145,2p_household
80,2024-01-01 03:00:00,3-4,82,1p_household
150,2024-01-01 03:00:00,3-5,147,2p_household
85,2024-01-01 03:00:00,3-6,86,1p_household
80,2024-01-01 03:00:00,3-7,82,1p_household
140,2024-01-01 03:00:00,3-8,136,2p_household
150,2024-01-01 03:00:00,4-0,147,2p_household
200,2024-01-01 03:00:00,4-1,206,4p_household
220,2024-01-01 03:00:00,4-2,210,4p_household
150,2024-01-01 03:00:00,4-3,146,2p_household
85,2024-01-01 03:00:00,4-4,84,1p_household
200,2024-01-01 03:00:00,4-5,202,4p_household
150,2024-01-01 03:15:00,10-0,147,2p_household
90,2024-01-01 03:15:00,10-1,89,1p_household
200,2024-01-01 03:15:00,10-2,204,3p_household
150,2024-01-01 03:15:00,10-3,147,2p_household
140,2024-01-01 03:15:00,10-4,136,2p_household
140,2024-01-01 03:15:00,10-5,142,2p_household
85,2024-01-01 03:15:00,10-6,85,1p_household
1040,2024-01-01 03:15:00,10-7,1032,store
140,2024-01-01 03:15:00,10-8,135,2p_household
85,2024-01-01 03:15:00,10-9,86,1p_household
80,2024-01-01 03:15:00,13-0,81,1p_household
85,2024-01-01 03:15:00,13-1,87,1p_household
85,2024-01-01 03:15:00,13-2,85,1p_household
140,2024-01-01 03:15:00,13-3,144,2p_household
140,2024-01-01 03:15:00,13-4,136,2p_household
200,2024-01-01 03:15:00,13-5,197,3p_household
90,2024-01-01 03:15:00,3-0,89,1p_household
140,2024-01-01 03:15:00,3-1,136,2p_household
