value,time,ID,orig_measurement,type
300,2024-01-01 00:45:00,0-2,303,3p_household
300,2024-01-01 00:45:00,0-3,294,3p_household
300,2024-01-01 00:45:00,0-4,298,3p_household
120,2024-01-01 00:45:00,0-5,121,1p_household
130,2024-01-01 00:45:00,0-6,125,1p_household
280,2024-01-01 00:45:00,13-0,285,3p_household
120,2024-01-01 00:45:00,13-1,124,1p_household
280,2024-01-01 00:45:00,13-2,288,3p_household
200,2024-01-01 00:45:00,13-3,196,2p_household
120,2024-01-01 00:45:00,13-4,123,1p_household
190,2024-01-01 00:45:00,13-5,192,2p_household
280,2024-01-01 00:45:00,13-6,281,3p_household
300,2024-01-01 00:45:00,13-7,303,4p_household
200,2024-01-01 00:45:00,13-8,206,2p_household
280,2024-01-01 00:45:00,2-0,282,4p_household
280,2024-01-01 00:45:00,2-1,285,3p_household
120,2024-01-01 00:45:00,2-2,115,1p_household
300,2024-01-01 00:45:00,2-3,295,3p_household
120,2024-01-01 00:45:00,2-4,124,1p_household
120,2024-01-01 00:45:00,2-5,119,1p_household
120,2024-01-01 00:45:00,2-6,124,1p_household
300,2024-01-01 00:45:00,2-7,292,4p_household
110,2024-01-01 01:00:00,7-0,109,1p_household
110,2024-01-01 01:00:00,7-1,112,1p_household
280,2024-01-01 01:00:00,7-2,276,4p_household
120,2024-01-01 01:00:00,7-3,115,1p_household
190,2024-01-01 01:00:00,7-4,190,2p_household
260,2024-01-01 01:00:00,7-5,251,3p_household
180,2024-01-01 01:00:00,7-6,183,2p_household
110,2024-01-01 01:00:00,8-0,113,1p_household
180,2024-01-01 01:00:00,8-1,178,2p_household
110,2024-01-01 01:00:00,8-2,108,1p_household
110,2024-01-01 01:00:00,8-3,106,1p_household
110,2024-01-01 01:00:00,8-4,107,1p_household
260,2024-01-01 01:00:00,8-5,264,3p_household
260,2024-01-01 01:00:00,8-6,256,3p_household
260,2024-01-01 01:00:00,8-7,251,3p_household
260,2024-01-01 01:00:00,8-8,260,3p_household
110,2024-01-01 01:00:00,8-9,107,1p_household
190,2024-01-01 01:00:00,8-10,185,2p_household
110,2024-01-01 01:00:00,0-0,114,1p_household
260,2024-01-01 01:00:00,0-1,259,3p_household
280,2024-01-01 01:00:00,0-2,276,3p_household
260,2024-01-01 01:00:00,0-3,251,3p_household
260,2024-01-01 01:00:00,0-4,264,3p_household
110,2024-01-01 01:00:00,0-5,109,1p_household
110,2024-01-01 01:00:00,0-6,111,1p_household
280,2024-01-01 01:00:00,13-0,275,3p_household
110,2024-01-01 01:00:00,13-1,109,1p_household
260,2024-01-01 01:00:00,13-2,253,3p_household
180,2024-01-01 01:00:00,13-3,182,2p_household
110,2024-01-01 01:00:00,13-4,109,1p_household
180,2024-01-01 01:00:00,13-5,180,2p_household
260,2024-01-01 01:00:00,13-6,251,3p_household
260,2024-01-01 01:00:00,13-7,260,4p_household
190,2024-01-01 01:00:00,13-8,185,2p_household
260,2024-01-01 01:00:00,2-0,264,4p_household
260,2024-01-01 01:00:00,2-1,257,3p_household
110,2024-01-01 01:00:00,2-2,109,1p_household
260,2024-01-01 01:00:00,2-3,259,3p_household
110,2024-01-01 01:00:00,2-4,112,1p_household
110,2024-01-01 01:00:00,2-5,106,1p_household
110,2024-01-01 01:00:00,2-6,106,1p_household
260,2024-01-01 01:00:00,2-7,266,4p_household
95,2024-01-01 01:15:00,7-0,97,1p_household
100,2024-01-01 01:15:00,7-1,102,1p_household
240,2024-01-01 01:15:00,7-2,233,4p_household
110,2024-01-01 01:15:00,7-3,106,1p_household
170,2024-01-01 01:15:00,7-4,169,2p_household
260,2024-01-01 01:15:00,7-5,251,3p_household
180,2024-01-01 01:15:00,7-6,176,2p_household
100,2024-01-01 01:15:00,8-0,98,1p_household
160,2024-01-01 01:15:00,8-1,163,2p_household
100,2024-01-01 01:15:00,8-2,103,1p_household
100,2024-01-01 01:15:00,8-3,100,1p_household
100,2024-01-01 01:15:00,8-4,103,1p_household
260,2024-01-01 01:15:00,8-5,250,3p_household
260,2024-01-01 01:15:00,8-6,253,3p_household
240,2024-01-01 01:15:00,8-7,235,3p_household
240,2024-01-01 01:15:00,8-8,245,3p_household
100,2024-01-01 01:15:00,8-9,100,1p_household
170,2024-01-01 01:15:00,8-10,173,2p_household
100,2024-01-01 01:15:00,0-0,100,1p_household
240,2024-01-01 01:15:00,0-1,241,3p_household
240,2024-01-01 01:15:00,0-2,241,3p_household
240,2024-01-01 01:15:00,0-3,241,3p_household
240,2024-01-01 01:15:00,0-4,241,3p_household
100,2024-01-01 01:15:00,0-5,101,1p_household
100,2024-01-01 01:15:00,0-6,102,1p_household
260,2024-01-01 01:15:00,13-0,250,3p_household
100,2024-01-01 01:15:00,13-1,101,1p_household
240,2024-01-01 01:15:00,13-2,237,3p_household
170,2024-01-01 01:15:00,13-3,172,2p_household
100,2024-01-01 01:15:00,13-4,98,1p_household
170,2024-01-01 01:15:00,13-5,172,2p_household
260,2024-01-01 01:15:00,13-6,255,3p_household
240,2024-01-01 01:15:00,13-7,249,4p_household
160,2024-01-01 01:15:00,13-8,163,2p_household
240,2024-01-01 01:15:00,2-0,235,4p_household
260,2024-01-01 01:15:00,2-1,252,3p_household
100,2024-01-01 01:15:00,2-2,102,1p_household
240,2024-01-01 01:15:00,2-3,236,3p_household
110,2024-01-01 01:15:00,2-4,106,1p_household
100,2024-01-01 01:15:00,2-5,102,1p_household
110,2024-01-01 01:15:00,2-6,105,1p_household
260,2024-01-01 01:15:00,2-7,254,4p_household
95,2024-01-01 01:30:00,7-0,95,1p_household
100,2024-01-01 01:30:00,7-1,98,1p_household
220,2024-01-01 01:30:00,7-2,224,4p_household
100,2024-01-01 01:30:00,7-3,98,1p_household
160,2024-01-01 01:30:00,7-4,158,2p_household
240,2024-01-01 01:30:00,7-5,237,3p_household
160,2024-01-01 01:30:00,7-6,158,2p_household
95,2024-01-01 01:30:00,8-0,95,1p_household
160,2024-01-01 01:30:00,8-1,158,2p_household
95,2024-01-01 01:30:00,8-2,95,1p_household
90,2024-01-01 01:30:00,8-3,92,1p_household
100,2024-01-01 01:30:00,8-4,98,1p_household
240,2024-01-01 01:30:00,8-5,230,3p_household
240,2024-01-01 01:30:00,8-6,235,3p_household
220,2024-01-01 01:30:00,8-7,221,3p_household
240,2024-01-01 01:30:00,8-8,236,3p_household
95,2024-01-01 01:30:00,8-9,95,1p_household
160,2024-01-01 01:30:00,8-10,159,2p_household
95,2024-01-01 01:30:00,0-0,93,1p_household
240,2024-01-01 01:30:00,0-1,238,3p_household
240,2024-01-01 01:30:00,0-2,238,3p_household
220,2024-01-01 01:30:00,0-3,226,3p_household
220,2024-01-01 01:30:00,0-4,226,3p_household
100,2024-01-01 01:30:00,0-5,98,1p_household
100,2024-01-01 01:30:00,0-6,100,1p_household
240,2024-01-01 01:30:00,13-0,235,3p_household
90,2024-01-01 01:30:00,13-1,91,1p_household
240,2024-01-01 01:30:00,13-2,240,3p_household
150,2024-01-01 01:30:00,13-3,152,2p_household
90,2024-01-01 01:30:00,13-4,91,1p_household
160,2024-01-01 01:30:00,13-5,160,2p_household
220,2024-01-01 01:30:00,13-6,221,3p_household
220,2024-01-01 01:30:00,13-7,225,4p_household
150,2024-01-01 01:30:00,13-8,153,2p_household
240,2024-01-01 01:30:00,2-0,230,4p_household
240,2024-01-01 01:30:00,2-1,239,3p_household
95,2024-01-01 01:30:00,2-2,97,1p_household
240,2024-01-01 01:30:00,2-3,241,3p_household
95,2024-01-01 01:30:00,2-4,95,1p_household
100,2024-01-01 01:30:00,2-5,98,1p_household
90,2024-01-01 01:30:00,2-6,91,1p_household
240,2024-01-01 01:30:00,2-7,238,4p_household
95,2024-01-01 01:45:00,7-0,96,1p_household
90,2024-01-01 01:45:00,7-1,92,1p_household
220,2024-01-01 01:45:00,7-2,218,4p_household
95,2024-01-01 01:45:00,7-3,95,1p_household
150,2024-01-01 01:45:00,7-4,148,2p_household
220,2024-01-01 01:45:00,7-5,211,3p_household
150,2024-01-01 01:45:00,7-6,154,2p_household
90,2024-01-01 01:45:00,8-0,92,1p_household
150,2024-01-01 01:45:00,8-1,151,2p_household
90,2024-01-01 01:45:00,8-2,88,1p_household
95,2024-01-01 01:45:00,8-3,94,1p_household
95,2024-01-01 01:45:00,8-4,95,1p_household
220,2024-01-01 01:45:00,8-5,229,3p_household
220,2024-01-01 01:45:00,8-6,220,3p_household
220,2024-01-01 01:45:00,8-7,222,3p_household
220,2024-01-01 01:45:00,8-8,220,3p_household
95,2024-01-01 01:45:00,8-9,95,1p_household
150,2024-01-01 01:45:00,8-10,149,2p_household
90,2024-01-01 01:45:00,0-0,92,1p_household
220,2024-01-01 01:45:00,0-1,222,3p_household
220,2024-01-01 01:45:00,0-2,211,3p_household
220,2024-01-01 01:45:00,0-3,213,3p_household
220,2024-01-01 01:45:00,0-4,222,3p_household
90,2024-01-01 01:45:00,0-5,91,1p_household
95,2024-01-01 01:45:00,0-6,93,1p_household
220,2024-01-01 01:45:00,13-0,223,3p_household
90,2024-01-01 01:45:00,13-1,92,1p_household
220,2024-01-01 01:45:00,13-2,226,3p_household
160,2024-01-01 01:45:00,13-3,157,2p_household
90,2024-01-01 01:45:00,13-4,88,1p_household
150,2024-01-01 01:45:00,13-5,148,2p_household
220,2024-01-01 01:45:00,13-6,214,3p_household
220,2024-01-01 01:45:00,13-7,215,4p_household
150,2024-01-01 01:45:00,13-8,149,2p_household
220,2024-01-01 01:45:00,2-0,222,4p_household
220,2024-01-01 01:45:00,2-1,228,3p_household
90,2024-01-01 01:45:00,2-2,89,1p_household
220,2024-01-01 01:45:00,2-3,227,3p_household
90,2024-01-01 01:45:00,2-4,88,1p_household
90,2024-01-01 01:45:00,2-5,90,1p_household
95,2024-01-01 01:45:00,2-6,93,1p_household
240,2024-01-01 01:45:00,2-7,230,4p_household
85,2024-01-01 02:00:00,7-0,86,1p_household
90,2024-01-01 02:00:00,7-1,88,1p_household
220,2024-01-01 02:00:00,7-2,223,4p_household
90,2024-01-01 02:00:00,7-3,88,1p_household
140,2024-01-01 02:00:00,7-4,144,2p_household
220,2024-01-01 02:00:00,7-5,224,3p_household
150,2024-01-01 02:00:00,7-6,146,2p_household
90,2024-01-01 02:00:00,8-0,91,1p_household
140,2024-01-01 02:00:00,8-1,142,2p_household
85,2024-01-01 02:00:00,8-2,86,1p_household
95,2024-01-01 02:00:00,8-3,93,1p_household
90,2024-01-01 02:00:00,8-4,92,1p_household
220,2024-01-01 02:00:00,8-5,210,3p_household
220,2024-01-01 02:00:00,8-6,210,3p_household
220,2024-01-01 02:00:00,8-7,218,3p_household
200,2024-01-01 02:00:00,8-8,206,3p_household
90,2024-01-01 02:00:00,8-9,90,1p_household
140,2024-01-01 02:00:00,8-10,144,2p_household
85,2024-01-01 02:00:00,0-0,87,1p_household
200,2024-01-01 02:00:00,0-1,206,3p_household
200,2024-01-01 02:00:00,0-2,207,3p_household
220,2024-01-01 02:00:00,0-3,210,3p_household
220,2024-01-01 02:00:00,0-4,213,3p_household
90,2024-01-01 02:00:00,0-5,90,1p_household
90,2024-01-01 02:00:00,0-6,89,1p_household
200,2024-01-01 02:00:00,13-0,206,3p_household
90,2024-01-01 02:00:00,13-1,91,1p_household
220,2024-01-01 02:00:00,13-2,217,3p_household
150,2024-01-01 02:00:00,13-3,145,2p_household
85,2024-01-01 02:00:00,13-4,85,1p_household
150,2024-01-01 02:00:00,13-5,153,2p_household
220,2024-01-01 02:00:00,13-6,222,3p_household
220,2024-01-01 02:00:00,13-7,219,4p_household
150,2024-01-01 02:00:00,13-8,153,2p_household
220,2024-01-01 02:00:00,2-0,217,4p_household
220,2024-01-01 02:00:00,2-1,219,3p_household
90,2024-01-01 02:00:00,2-2,90,1p_household
220,2024-01-01 02:00:00,2-3,210,3p_household
90,2024-01-01 02:00:00,2-4,89,1p_household
90,2024-01-01 02:00:00,2-5,88,1p_household
90,2024-01-01 02:00:00,2-6,91,1p_household
220,2024-01-01 02:00:00,2-7,220,4p_household
90,2024-01-01 02:15:00,7-0,90,1p_household
90,2024-01-01 02:15:00,7-1,92,1p_household
200,2024-01-01 02:15:00,7-2,204,4p_household
90,2024-01-01 02:15:00,7-3,90,1p_household
150,2024-01-01 02:15:00,7-4,145,2p_household
200,2024-01-01 02:15:00,7-5,205,3p_household
150,2024-01-01 02:15:00,7-6,152,2p_household
85,2024-01-01 02:15:00,8-0,85,1p_household
150,2024-01-01 02:15:00,8-1,147,2p_household
90,2024-01-01 02:15:00,8-2,92,1p_household
85,2024-01-01 02:15:00,8-3,87,1p_household
85,2024-01-01 02:15:00,8-4,86,1p_household
220,2024-01-01 02:15:00,8-5,214,3p_household
220,2024-01-01 02:15:00,8-6,213,3p_household
220,2024-01-01 02:15:00,8-7,216,3p_household
220,2024-01-01 02:15:00,8-8,214,3p_household
85,2024-01-01 02:15:00,8-9,87,1p_household
150,2024-01-01 02:15:00,8-10,147,2p_household
85,2024-01-01 02:15:00,0-0,87,1p_household
200,2024-01-01 02:15:00,0-1,206,3p_household
220,2024-01-01 02:15:00,0-2,216,3p_household
220,2024-01-01 02:15:00,0-3,214,3p_household
200,2024-01-01 02:15:00,0-4,209,3p_household
85,2024-01-01 02:15:00,0-5,85,1p_household
90,2024-01-01 02:15:00,0-6,89,1p_household
220,2024-01-01 02:15:00,13-0,214,3p_household
85,2024-01-01 02:15:00,13-1,86,1p_household
200,2024-01-01 02:15:00,13-2,205,3p_household
140,2024-01-01 02:15:00,13-3,143,2p_household
90,2024-01-01 02:15:00,13-4,91,1p_household
150,2024-01-01 02:15:00,13-5,145,2p_household
220,2024-01-01 02:15:00,13-6,217,3p_household
200,2024-01-01 02:15:00,13-7,204,4p_household
150,2024-01-01 02:15:00,13-8,146,2p_household
220,2024-01-01 02:15:00,2-0,221,4p_household
220,2024-01-01 02:15:00,2-1,215,3p_household
85,2024-01-01 02:15:00,2-2,86,1p_household
220,2024-01-01 02:15:00,2-3,220,3p_household
90,2024-01-01 02:15:00,2-4,88,1p_household
90,2024-01-01 02:15:00,2-5,92,1p_household
90,2024-01-01 02:15:00,2-6,92,1p_household
220,2024-01-01 02:15:00,2-7,211,4p_household
90,2024-01-01 02:30:00,7-0,91,1p_household
85,2024-01-01 02:30:00,7-1,83,1p_household
200,2024-01-01 02:30:00,7-2,209,4p_household
90,2024-01-01 02:30:00,7-3,90,1p_household
140,2024-01-01 02:30:00,7-4,138,2p_household
220,2024-01-01 02:30:00,7-5,213,3p_household
150,2024-01-01 02:30:00,7-6,150,2p_household
90,2024-01-01 02:30:00,8-0,90,1p_household
140,2024-01-01 02:30:00,8-1,141,2p_household
90,2024-01-01 02:30:00,8-2,91,1p_household
85,2024-01-01 02:30:00,8-3,83,1p_household
85,2024-01-01 02:30:00,8-4,83,1p_household
200,2024-01-01 02:30:00,8-5,199,3p_household
200,2024-01-01 02:30:00,8-6,209,3p_household
220,2024-01-01 02:30:00,8-7,213,3p_household
200,2024-01-01 02:30:00,8-8,201,3p_household
90,2024-01-01 02:30:00,8-9,90,1p_household
150,2024-01-01 02:30:00,8-10,150,2p_household
90,2024-01-01 02:30:00,0-0,90,1p_household
200,2024-01-01 02:30:00,0-1,204,3p_household
200,2024-01-01 02:30:00,0-2,206,3p_household
220,2024-01-01 02:30:00,0-3,210,3p_household
200,2024-01-01 02:30:00,0-4,208,3p_household
90,2024-01-01 02:30:00,0-5,91,1p_household
85,2024-01-01 02:30:00,0-6,85,1p_household
220,2024-01-01 02:30:00,13-0,217,3p_household
85,2024-01-01 02:30:00,13-1,87,1p_household
200,2024-01-01 02:30:00,13-2,204,3p_household
140,2024-01-01 02:30:00,13-3,137,2p_household
85,2024-01-01 02:30:00,13-4,86,1p_household
140,2024-01-01 02:30:00,13-5,143,2p_household
220,2024-01-01 02:30:00,13-6,217,3p_household
220,2024-01-01 02:30:00,13-7,217,4p_household
140,2024-01-01 02:30:00,13-8,142,2p_household
220,2024-01-01 02:30:00,2-0,215,4p_household
200,2024-01-01 02:30:00,2-1,200,3p_household
85,2024-01-01 02:30:00,2-2,84,1p_household
200,2024-01-01 02:30:00,2-3,201,3p_household
90,2024-01-01 02:30:00,2-4,90,1p_household
90,2024-01-01 02:30:00,2-5,91,1p_household
85,2024-01-01 02:30:00,2-6,86,1p_household
220,2024-01-01 02:30:00,2-7,217,4p_household
85,2024-01-01 02:45:00,7-0,86,1p_household
85,2024-01-01 02:45:00,7-1,83,1p_household
220,2024-01-01 02:45:00,7-2,212,4p_household
90,2024-01-01 02:45:00,7-3,88,1p_household
140,2024-01-01 02:45:00,7-4,143,2p_household
200,2024-01-01 02:45:00,7-5,202,3p_household
150,2024-01-01 02:45:00,7-6,145,2p_household
85,2024-01-01 02:45:00,8-0,86,1p_household
140,2024-01-01 02:45:00,8-1,139,2p_household
85,2024-01-01 02:45:00,8-2,83,1p_household
80,2024-01-01 02:45:00,8-3,82,1p_household
85,2024-01-01 02:45:00,8-4,83,1p_household
220,2024-01-01 02:45:00,8-5,212,3p_household
200,2024-01-01 02:45:00,8-6,199,3p_household
200,2024-01-01 02:45:00,8-7,203,3p_household
200,2024-01-01 02:45:00,8-8,208,3p_household
85,2024-01-01 02:45:00,8-9,87,1p_household
150,2024-01-01 02:45:00,8-10,149,2p_household
90,2024-01-01 02:45:00,0-0,88,1p_household
200,2024-01-01 02:45:00,0-1,206,3p_household
200,2024-01-01 02:45:00,0-2,205,3p_household
200,2024-01-01 02:45:00,0-3,200,3p_household
200,2024-01-01 02:45:00,0-4,203,3p_household
85,2024-01-01 02:45:00,0-5,84,1p_household
90,2024-01-01 02:45:00,0-6,88,1p_household
220,2024-01-01 02:45:00,13-0,212,3p_household
85,2024-01-01 02:45:00,13-1,87,1p_household
220,2024-01-01 02:45:00,13-2,216,3p_household
140,2024-01-01 02:45:00,13-3,143,2p_household
90,2024-01-01 02:45:00,13-4,90,1p_household
140,2024-01-01 02:45:00,13-5,137,2p_household
220,2024-01-01 02:45:00,13-6,213,3p_household
200,2024-01-01 02:45:00,13-7,209,4p_household
140,2024-01-01 02:45:00,13-8,140,2p_household
200,2024-01-01 02:45:00,2-0,199,4p_household
200,2024-01-01 02:45:00,2-1,206,3p_household
85,2024-01-01 02:45:00,2-2,85,1p_household
220,2024-01-01 02:45:00,2-3,212,3p_household
85,2024-01-01 02:45:00,2-4,84,1p_household
85,2024-01-01 02:45:00,2-5,87,1p_household
80,2024-01-01 02:45:00,2-6,82,1p_household
200,2024-01-01 02:45:00,2-7,199,4p_household
90,2024-01-01 03:00:00,7-0,88,1p_household
90,2024-01-01 03:00:00,7-1,90,1p_household
200,2024-01-01 03:00:00,7-2,207,4p_household
80,2024-01-01 03:00:00,7-3,82,1p_household
140,2024-01-01 03:00:00,7-4,141,2p_household
220,2024-01-01 03:00:00,7-5,214,3p_household
150,2024-01-01 03:00:00,7-6,147,2p_household
90,2024-01-01 03:00:00,8-0,88,1p_household
140,2024-01-01 03:00:00,8-1,138,2p_household
90,2024-01-01 03:00:00,8-2,89,1p_household
90,2024-01-01 03:00:00,8-3,89,1p_household
85,2024-01-01 03:00:00,8-4,87,1p_household
200,2024-01-01 03:00:00,8-5,208,3p_household
220,2024-01-01 03:00:00,8-6,213,3p_household
200,2024-01-01 03:00:00,8-7,207,3p_household
200,2024-01-01 03:00:00,8-8,200,3p_household
80,2024-01-01 03:00:00,8-9,82,1p_household
140,2024-01-01 03:00:00,8-10,142,2p_household
85,2024-01-01 03:00:00,0-0,84,1p_household
200,2024-01-01 03:00:00,0-1,206,3p_household
200,2024-01-01 03:00:00,0-2,209,3p_household
220,2024-01-01 03:00:00,0-3,215,3p_household
200,2024-01-01 03:00:00,0-4,204,3p_household
85,2024-01-01 03:00:00,0-5,84,1p_household
85,2024-01-01 03:00:00,0-6,83,1p_household
200,2024-01-01 03:00:00,13-0,201,3p_household
85,2024-01-01 03:00:00,13-1,83,1p_household
220,2024-01-01 03:00:00,13-2,211,3p_household
140,2024-01-01 03:00:00,13-3,140,2p_household
80,2024-01-01 03:00:00,13-4,82,1p_household
140,2024-01-01 03:00:00,13-5,137,2p_household
200,2024-01-01 03:00:00,13-6,209,3p_household
200,2024-01-01 03:00:00,13-7,201,4p_household
