value,time,ID,orig_measurement,type
150,2024-01-01 00:15:00,7-3,150,1p_household
140,2024-01-01 00:15:00,7-4,143,1p_household
160,2024-01-01 00:15:00,7-5,156,1p_household
240,2024-01-01 00:15:00,7-6,244,2p_household
380,2024-01-01 00:15:00,7-7,371,3p_household
150,2024-01-01 00:15:00,7-8,150,1p_household
240,2024-01-01 00:15:00,10-0,238,2p_household
150,2024-01-01 00:15:00,10-1,153,1p_household
340,2024-01-01 00:15:00,10-2,342,3p_household
240,2024-01-01 00:15:00,10-3,242,2p_household
240,2024-01-01 00:15:00,10-4,243,2p_household
240,2024-01-01 00:15:00,10-5,237,2p_household
150,2024-01-01 00:15:00,10-6,146,1p_household
1120,2024-01-01 00:15:00,10-7,1157,store
260,2024-01-01 00:15:00,10-8,254,2p_household
150,2024-01-01 00:15:00,10-9,147,1p_household
240,2024-01-01 00:15:00,4-0,237,2p_household
360,2024-01-01 00:15:00,4-1,350,4p_household
360,2024-01-01 00:15:00,4-2,364,4p_household
240,2024-01-01 00:15:00,4-3,248,2p_household
150,2024-01-01 00:15:00,4-4,149,1p_household
360,2024-01-01 00:15:00,4-5,364,4p_household
150,2024-01-01 00:15:00,3-0,145,1p_household
240,2024-01-01 00:15:00,3-1,242,2p_household
380,2024-01-01 00:15:00,3-2,375,3p_household
240,2024-01-01 00:15:00,3-3,242,2p_household
150,2024-01-01 00:15:00,3-4,147,1p_household
260,2024-01-01 00:15:00,3-5,257,2p_household
150,2024-01-01 00:15:00,3-6,154,1p_household
140,2024-01-01 00:15:00,3-7,142,1p_household
240,2024-01-01 00:15:00,3-8,243,2p_household
130,2024-01-01 00:30:00,13-0,133,1p_household
130,2024-01-01 00:30:00,13-1,129,1p_household
140,2024-01-01 00:30:00,13-2,135,1p_household
220,2024-01-01 00:30:00,13-3,213,2p_household
220,2024-01-01 00:30:00,13-4,219,2p_household
340,2024-01-01 00:30:00,13-5,336,3p_household
130,2024-01-01 00:30:00,7-0,129,1p_household
220,2024-01-01 00:30:00,7-1,229,2p_household
140,2024-01-01 00:30:00,7-2,136,1p_household
130,2024-01-01 00:30:00,7-3,129,1p_household
140,2024-01-01 00:30:00,7-4,137,1p_household
130,2024-01-01 00:30:00,7-5,129,1p_household
220,2024-01-01 00:30:00,7-6,229,2p_household
320,2024-01-01 00:30:00,7-7,310,3p_household
130,2024-01-01 00:30:00,7-8,129,1p_household
220,2024-01-01 00:30:00,10-0,225,2p_household
130,2024-01-01 00:30:00,10-1,132,1p_household
300,2024-01-01 00:30:00,10-2,309,3p_household
220,2024-01-01 00:30:00,10-3,224,2p_household
220,2024-01-01 00:30:00,10-4,217,2p_household
220,2024-01-01 00:30:00,10-5,213,2p_household
130,2024-01-01 00:30:00,10-6,127,1p_household
1120,2024-01-01 00:30:00,10-7,1100,store
220,2024-01-01 00:30:00,10-8,220,2p_household
130,2024-01-01 00:30:00,10-9,133,1p_household
220,2024-01-01 00:30:00,4-0,225,2p_household
320,2024-01-01 00:30:00,4-1,311,4p_household
320,2024-01-01 00:30:00,4-2,325,4p_household
220,2024-01-01 00:30:00,4-3,210,2p_household
130,2024-01-01 00:30:00,4-4,133,1p_household
320,2024-01-01 00:30:00,4-5,316,4p_household
140,2024-01-01 00:30:00,3-0,135,1p_household
220,2024-01-01 00:30:00,3-1,212,2p_household
340,2024-01-01 00:30:00,3-2,334,3p_household
220,2024-01-01 00:30:00,3-3,224,2p_household
130,2024-01-01 00:30:00,3-4,129,1p_household
240,2024-01-01 00:30:00,3-5,230,2p_household
130,2024-01-01 00:30:00,3-6,127,1p_household
140,2024-01-01 00:30:00,3-7,139,1p_household
220,2024-01-01 00:30:00,3-8,220,2p_household
120,2024-01-01 00:45:00,13-0,115,1p_household
120,2024-01-01 00:45:00,13-1,122,1p_household
120,2024-01-01 00:45:00,13-2,122,1p_household
200,2024-01-01 00:45:00,13-3,208,2p_household
190,2024-01-01 00:45:00,13-4,194,2p_household
280,2024-01-01 00:45:00,13-5,289,3p_household
120,2024-01-01 00:45:00,7-0,124,1p_household
190,2024-01-01 00:45:00,7-1,190,2p_household
120,2024-01-01 00:45:00,7-2,124,1p_household
120,2024-01-01 00:45:00,7-3,117,1p_household
130,2024-01-01 00:45:00,7-4,126,1p_household
120,2024-01-01 00:45:00,7-5,117,1p_household
200,2024-01-01 00:45:00,7-6,196,2p_household
300,2024-01-01 00:45:00,7-7,294,3p_household
120,2024-01-01 00:45:00,7-8,121,1p_household
200,2024-01-01 00:45:00,10-0,197,2p_household
130,2024-01-01 00:45:00,10-1,126,1p_household
300,2024-01-01 00:45:00,10-2,294,3p_household
200,2024-01-01 00:45:00,10-3,203,2p_household
200,2024-01-01 00:45:00,10-4,208,2p_household
200,2024-01-01 00:45:00,10-5,196,2p_household
120,2024-01-01 00:45:00,10-6,124,1p_household
1120,2024-01-01 00:45:00,10-7,1112,store
200,2024-01-01 00:45:00,10-8,204,2p_household
130,2024-01-01 00:45:00,10-9,126,1p_household
200,2024-01-01 00:45:00,4-0,204,2p_household
300,2024-01-01 00:45:00,4-1,298,4p_household
300,2024-01-01 00:45:00,4-2,304,4p_household
200,2024-01-01 00:45:00,4-3,197,2p_household
120,2024-01-01 00:45:00,4-4,117,1p_household
300,2024-01-01 00:45:00,4-5,299,4p_household
120,2024-01-01 00:45:00,3-0,117,1p_household
200,2024-01-01 00:45:00,3-1,203,2p_household
280,2024-01-01 00:45:00,3-2,283,3p_household
200,2024-01-01 00:45:00,3-3,196,2p_household
120,2024-01-01 00:45:00,3-4,123,1p_household
200,2024-01-01 00:45:00,3-5,200,2p_household
120,2024-01-01 00:45:00,3-6,121,1p_household
120,2024-01-01 00:45:00,3-7,121,1p_household
200,2024-01-01 00:45:00,3-8,205,2p_household
110,2024-01-01 01:00:00,13-0,113,1p_household
110,2024-01-01 01:00:00,13-1,109,1p_household
110,2024-01-01 01:00:00,13-2,108,1p_household
180,2024-01-01 01:00:00,13-3,180,2p_household
170,2024-01-01 01:00:00,13-4,173,2p_household
260,2024-01-01 01:00:00,13-5,258,3p_household
110,2024-01-01 01:00:00,7-0,106,1p_household
170,2024-01-01 01:00:00,7-1,173,2p_household
110,2024-01-01 01:00:00,7-2,114,1p_household
120,2024-01-01 01:00:00,7-3,115,1p_household
110,2024-01-01 01:00:00,7-4,105,1p_household
110,2024-01-01 01:00:00,7-5,107,1p_household
170,2024-01-01 01:00:00,7-6,174,2p_household
260,2024-01-01 01:00:00,7-7,255,3p_household
110,2024-01-01 01:00:00,7-8,111,1p_household
190,2024-01-01 01:00:00,10-0,186,2p_household
110,2024-01-01 01:00:00,10-1,109,1p_household
260,2024-01-01 01:00:00,10-2,265,3p_household
180,2024-01-01 01:00:00,10-3,181,2p_household
180,2024-01-01 01:00:00,10-4,181,2p_household
190,2024-01-01 01:00:00,10-5,189,2p_household
110,2024-01-01 01:00:00,10-6,109,1p_household
1120,2024-01-01 01:00:00,10-7,1088,store
180,2024-01-01 01:00:00,10-8,176,2p_household
120,2024-01-01 01:00:00,10-9,115,1p_household
180,2024-01-01 01:00:00,4-0,183,2p_household
260,2024-01-01 01:00:00,4-1,258,4p_household
280,2024-01-01 01:00:00,4-2,272,4p_household
180,2024-01-01 01:00:00,4-3,181,2p_household
110,2024-01-01 01:00:00,4-4,109,1p_household
260,2024-01-01 01:00:00,4-5,255,4p_household
110,2024-01-01 01:00:00,3-0,106,1p_household
180,2024-01-01 01:00:00,3-1,184,2p_household
280,2024-01-01 01:00:00,3-2,270,3p_household
190,2024-01-01 01:00:00,3-3,185,2p_household
110,2024-01-01 01:00:00,3-4,108,1p_household
180,2024-01-01 01:00:00,3-5,184,2p_household
110,2024-01-01 01:00:00,3-6,106,1p_household
110,2024-01-01 01:00:00,3-7,107,1p_household
180,2024-01-01 01:00:00,3-8,177,2p_household
100,2024-01-01 01:15:00,13-0,100,1p_household
100,2024-01-01 01:15:00,13-1,102,1p_household
100,2024-01-01 01:15:00,13-2,99,1p_household
160,2024-01-01 01:15:00,13-3,163,2p_household
170,2024-01-01 01:15:00,13-4,166,2p_household
240,2024-01-01 01:15:00,13-5,238,3p_household
100,2024-01-01 01:15:00,7-0,104,1p_household
170,2024-01-01 01:15:00,7-1,173,2p_household
100,2024-01-01 01:15:00,7-2,100,1p_household
95,2024-01-01 01:15:00,7-3,97,1p_household
100,2024-01-01 01:15:00,7-4,102,1p_household
100,2024-01-01 01:15:00,7-5,99,1p_household
170,2024-01-01 01:15:00,7-6,167,2p_household
240,2024-01-01 01:15:00,7-7,240,3p_household
95,2024-01-01 01:15:00,7-8,97,1p_household
180,2024-01-01 01:15:00,10-0,176,2p_household
100,2024-01-01 01:15:00,10-1,101,1p_household
240,2024-01-01 01:15:00,10-2,248,3p_household
180,2024-01-01 01:15:00,10-3,176,2p_household
170,2024-01-01 01:15:00,10-4,165,2p_household
180,2024-01-01 01:15:00,10-5,176,2p_household
110,2024-01-01 01:15:00,10-6,106,1p_household
1040,2024-01-01 01:15:00,10-7,1075,store
170,2024-01-01 01:15:00,10-8,173,2p_household
100,2024-01-01 01:15:00,10-9,98,1p_household
160,2024-01-01 01:15:00,4-0,162,2p_household
240,2024-01-01 01:15:00,4-1,233,4p_household
240,2024-01-01 01:15:00,4-2,235,4p_household
170,2024-01-01 01:15:00,4-3,172,2p_household
100,2024-01-01 01:15:00,4-4,104,1p_household
240,2024-01-01 01:15:00,4-5,236,4p_household
100,2024-01-01 01:15:00,3-0,100,1p_household
170,2024-01-01 01:15:00,3-1,171,2p_household
240,2024-01-01 01:15:00,3-2,247,3p_household
170,2024-01-01 01:15:00,3-3,172,2p_household
100,2024-01-01 01:15:00,3-4,103,1p_household
170,2024-01-01 01:15:00,3-5,165,2p_household
100,2024-01-01 01:15:00,3-6,99,1p_household
110,2024-01-01 01:15:00,3-7,106,1p_household
160,2024-01-01 01:15:00,3-8,164,2p_household
100,2024-01-01 01:30:00,13-0,98,1p_household
95,2024-01-01 01:30:00,13-1,96,1p_household
95,2024-01-01 01:30:00,13-2,97,1p_household
150,2024-01-01 01:30:00,13-3,151,2p_household
150,2024-01-01 01:30:00,13-4,152,2p_household
220,2024-01-01 01:30:00,13-5,227,3p_household
90,2024-01-01 01:30:00,7-0,91,1p_household
160,2024-01-01 01:30:00,7-1,157,2p_household
100,2024-01-01 01:30:00,7-2,99,1p_household
90,2024-01-01 01:30:00,7-3,92,1p_household
100,2024-01-01 01:30:00,7-4,99,1p_household
90,2024-01-01 01:30:00,7-5,92,1p_household
160,2024-01-01 01:30:00,7-6,164,2p_household
220,2024-01-01 01:30:00,7-7,221,3p_household
100,2024-01-01 01:30:00,7-8,99,1p_household
160,2024-01-01 01:30:00,10-0,158,2p_household
100,2024-01-01 01:30:00,10-1,99,1p_household
240,2024-01-01 01:30:00,10-2,240,3p_household
160,2024-01-01 01:30:00,10-3,159,2p_household
160,2024-01-01 01:30:00,10-4,163,2p_household
160,2024-01-01 01:30:00,10-5,160,2p_household
100,2024-01-01 01:30:00,10-6,99,1p_household
1040,2024-01-01 01:30:00,10-7,1055,store
160,2024-01-01 01:30:00,10-8,164,2p_household
95,2024-01-01 01:30:00,10-9,94,1p_household
150,2024-01-01 01:30:00,4-0,151,2p_household
240,2024-01-01 01:30:00,4-1,238,4p_household
220,2024-01-01 01:30:00,4-2,229,4p_household
160,2024-01-01 01:30:00,4-3,158,2p_household
95,2024-01-01 01:30:00,4-4,93,1p_household
220,2024-01-01 01:30:00,4-5,222,4p_household
90,2024-01-01 01:30:00,3-0,92,1p_household
160,2024-01-01 01:30:00,3-1,159,2p_household
240,2024-01-01 01:30:00,3-2,241,3p_household
160,2024-01-01 01:30:00,3-3,162,2p_household
95,2024-01-01 01:30:00,3-4,93,1p_household
160,2024-01-01 01:30:00,3-5,157,2p_household
100,2024-01-01 01:30:00,3-6,98,1p_household
95,2024-01-01 01:30:00,3-7,94,1p_household
160,2024-01-01 01:30:00,3-8,161,2p_household
90,2024-01-01 01:45:00,13-0,92,1p_household
90,2024-01-01 01:45:00,13-1,88,1p_household
95,2024-01-01 01:45:00,13-2,96,1p_household
150,2024-01-01 01:45:00,13-3,146,2p_household
160,2024-01-01 01:45:00,13-4,156,2p_household
220,2024-01-01 01:45:00,13-5,219,3p_household
95,2024-01-01 01:45:00,7-0,93,1p_household
150,2024-01-01 01:45:00,7-1,153,2p_household
90,2024-01-01 01:45:00,7-2,91,1p_household
90,2024-01-01 01:45:00,7-3,90,1p_household
95,2024-01-01 01:45:00,7-4,93,1p_household
95,2024-01-01 01:45:00,7-5,95,1p_household
150,2024-01-01 01:45:00,7-6,147,2p_household
220,2024-01-01 01:45:00,7-7,217,3p_household
95,2024-01-01 01:45:00,7-8,93,1p_household
150,2024-01-01 01:45:00,10-0,154,2p_household
95,2024-01-01 01:45:00,10-1,95,1p_household
220,2024-01-01 01:45:00,10-2,215,3p_household
150,2024-01-01 01:45:00,10-3,145,2p_household
150,2024-01-01 01:45:00,10-4,148,2p_household
150,2024-01-01 01:45:00,10-5,149,2p_household
95,2024-01-01 01:45:00,10-6,94,1p_household
960,2024-01-01 01:45:00,10-7,995,store
160,2024-01-01 01:45:00,10-8,157,2p_household
90,2024-01-01 01:45:00,10-9,90,1p_household
160,2024-01-01 01:45:00,4-0,156,2p_household
220,2024-01-01 01:45:00,4-1,211,4p_household
220,2024-01-01 01:45:00,4-2,218,4p_household
150,2024-01-01 01:45:00,4-3,153,2p_household
90,2024-01-01 01:45:00,4-4,88,1p_household
220,2024-01-01 01:45:00,4-5,214,4p_household
90,2024-01-01 01:45:00,3-0,88,1p_household
150,2024-01-01 01:45:00,3-1,147,2p_household
220,2024-01-01 01:45:00,3-2,216,3p_household
160,2024-01-01 01:45:00,3-3,158,2p_household
90,2024-01-01 01:45:00,3-4,89,1p_household
150,2024-01-01 01:45:00,3-5,146,2p_household
90,2024-01-01 01:45:00,3-6,88,1p_household
90,2024-01-01 01:45:00,3-7,88,1p_household
150,2024-01-01 01:45:00,3-8,154,2p_household
90,2024-01-01 02:00:00,13-0,88,1p_household
85,2024-01-01 02:00:00,13-1,87,1p_household
85,2024-01-01 02:00:00,13-2,87,1p_household
140,2024-01-01 02:00:00,13-3,144,2p_household
140,2024-01-01 02:00:00,13-4,142,2p_household
220,2024-01-01 02:00:00,13-5,217,3p_household
90,2024-01-01 02:00:00,7-0,88,1p_household
150,2024-01-01 02:00:00,7-1,146,2p_household
85,2024-01-01 02:00:00,7-2,85,1p_household
85,2024-01-01 02:00:00,7-3,86,1p_household
95,2024-01-01 02:00:00,7-4,93,1p_household
85,2024-01-01 02:00:00,7-5,85,1p_household
150,2024-01-01 02:00:00,7-6,150,2p_household
220,2024-01-01 02:00:00,7-7,225,3p_household
90,2024-01-01 02:00:00,7-8,89,1p_household
140,2024-01-01 02:00:00,10-0,142,2p_household
85,2024-01-01 02:00:00,10-1,86,1p_household
220,2024-01-01 02:00:00,10-2,215,3p_household
150,2024-01-01 02:00:00,10-3,147,2p_household
150,2024-01-01 02:00:00,10-4,152,2p_household
150,2024-01-01 02:00:00,10-5,146,2p_household
85,2024-01-01 02:00:00,10-6,87,1p_household
1040,2024-01-01 02:00:00,10-7,1030,store
150,2024-01-01 02:00:00,10-8,153,2p_household
90,2024-01-01 02:00:00,10-9,89,1p_household
150,2024-01-01 02:00:00,4-0,149,2p_household
200,2024-01-01 02:00:00,4-1,208,4p_household
220,2024-01-01 02:00:00,4-2,215,4p_household
150,2024-01-01 02:00:00,4-3,149,2p_household
85,2024-01-01 02:00:00,4-4,87,1p_household
200,2024-01-01 02:00:00,4-5,207,4p_household
85,2024-01-01 02:00:00,3-0,87,1p_household
150,2024-01-01 02:00:00,3-1,150,2p_household
220,2024-01-01 02:00:00,3-2,219,3p_household
150,2024-01-01 02:00:00,3-3,152,2p_household
90,2024-01-01 02:00:00,3-4,91,1p_household
150,2024-01-01 02:00:00,3-5,145,2p_household
85,2024-01-01 02:00:00,3-6,87,1p_household
90,2024-01-01 02:00:00,3-7,92,1p_household
150,2024-01-01 02:00:00,3-8,145,2p_household
85,2024-01-01 02:15:00,13-0,86,1p_household
85,2024-01-01 02:15:00,13-1,86,1p_household
85,2024-01-01 02:15:00,13-2,87,1p_household
140,2024-01-01 02:15:00,13-3,140,2p_household
140,2024-01-01 02:15:00,13-4,144,2p_household
220,2024-01-01 02:15:00,13-5,220,3p_household
85,2024-01-01 02:15:00,7-0,84,1p_household
150,2024-01-01 02:15:00,7-1,151,2p_household
90,2024-01-01 02:15:00,7-2,90,1p_household
90,2024-01-01 02:15:00,7-3,90,1p_household
90,2024-01-01 02:15:00,7-4,90,1p_household
85,2024-01-01 02:15:00,7-5,87,1p_household
150,2024-01-01 02:15:00,7-6,147,2p_household
200,2024-01-01 02:15:00,7-7,203,3p_household
90,2024-01-01 02:15:00,7-8,91,1p_household
150,2024-01-01 02:15:00,10-0,146,2p_household
85,2024-01-01 02:15:00,10-1,84,1p_household
200,2024-01-01 02:15:00,10-2,206,3p_household
140,2024-01-01 02:15:00,10-3,143,2p_household
150,2024-01-01 02:15:00,10-4,147,2p_household
150,2024-01-01 02:15:00,10-5,148,2p_household
85,2024-01-01 02:15:00,10-6,86,1p_household
1040,2024-01-01 02:15:00,10-7,1046,store
150,2024-01-01 02:15:00,10-8,145,2p_household
90,2024-01-01 02:15:00,10-9,92,1p_household
150,2024-01-01 02:15:00,4-0,145,2p_household
200,2024-01-01 02:15:00,4-1,204,4p_household
200,2024-01-01 02:15:00,4-2,206,4p_household
140,2024-01-01 02:15:00,4-3,140,2p_household
90,2024-01-01 02:15:00,4-4,91,1p_household
200,2024-01-01 02:15:00,4-5,209,4p_household
90,2024-01-01 02:15:00,3-0,91,1p_household
150,2024-01-01 02:15:00,3-1,148,2p_household
220,2024-01-01 02:15:00,3-2,221,3p_household
150,2024-01-01 02:15:00,3-3,150,2p_household
85,2024-01-01 02:15:00,3-4,84,1p_household
140,2024-01-01 02:15:00,3-5,140,2p_household
85,2024-01-01 02:15:00,3-6,84,1p_household
85,2024-01-01 02:15:00,3-7,87,1p_household
150,2024-01-01 02:15:00,3-8,152,2p_household
90,2024-01-01 02:30:00,13-0,89,1p_household
90,2024-01-01 02:30:00,13-1,88,1p_household
90,2024-01-01 02:30:00,13-2,91,1p_household
140,2024-01-01 02:30:00,13-3,137,2p_household
150,2024-01-01 02:30:00,13-4,148,2p_household
220,2024-01-01 02:30:00,13-5,216,3p_household
90,2024-01-01 02:30:00,7-0,89,1p_household
140,2024-01-01 02:30:00,7-1,138,2p_household
90,2024-01-01 02:30:00,7-2,90,1p_household
90,2024-01-01 02:30:00,7-3,88,1p_household
90,2024-01-01 02:30:00,7-4,89,1p_household
85,2024-01-01 02:30:00,7-5,85,1p_household
140,2024-01-01 02:30:00,7-6,139,2p_household
200,2024-01-01 02:30:00,7-7,204,3p_household
85,2024-01-01 02:30:00,7-8,87,1p_household
150,2024-01-01 02:30:00,10-0,149,2p_household
85,2024-01-01 02:30:00,10-1,85,1p_household
220,2024-01-01 02:30:00,10-2,210,3p_household
150,2024-01-01 02:30:00,10-3,146,2p_household
140,2024-01-01 02:30:00,10-4,142,2p_household
140,2024-01-01 02:30:00,10-5,138,2p_household
85,2024-01-01 02:30:00,10-6,83,1p_household
1040,2024-01-01 02:30:00,10-7,1024,store
140,2024-01-01 02:30:00,10-8,142,2p_household
90,2024-01-01 02:30:00,10-9,91,1p_household
150,2024-01-01 02:30:00,4-0,145,2p_household
200,2024-01-01 02:30:00,4-1,203,4p_household
200,2024-01-01 02:30:00,4-2,206,4p_household
140,2024-01-01 02:30:00,4-3,140,2p_household
90,2024-01-01 02:30:00,4-4,90,1p_household
220,2024-01-01 02:30:00,4-5,215,4p_household
85,2024-01-01 02:30:00,3-0,83,1p_household
140,2024-01-01 02:30:00,3-1,142,2p_household
220,2024-01-01 02:30:00,3-2,213,3p_household
140,2024-01-01 02:30:00,3-3,141,2p_household
85,2024-01-01 02:30:00,3-4,87,1p_household
150,2024-01-01 02:30:00,3-5,147,2p_household
90,2024-01-01 02:30:00,3-6,90,1p_household
85,2024-01-01 02:30:00,3-7,86,1p_household
140,2024-01-01 02:30:00,3-8,143,2p_household
85,2024-01-01 02:45:00,13-0,86,1p_household
85,2024-01-01 02:45:00,13-1,86,1p_household
85,2024-01-01 02:45:00,13-2,84,1p_household
150,2024-01-01 02:45:00,13-3,148,2p_household
140,2024-01-01 02:45:00,13-4,144,2p_household
200,2024-01-01 02:45:00,13-5,203,3p_household
85,2024-01-01 02:45:00,7-0,86,1p_household
150,2024-01-01 02:45:00,7-1,145,2p_household
90,2024-01-01 02:45:00,7-2,89,1p_household
90,2024-01-01 02:45:00,7-3,88,1p_household
90,2024-01-01 02:45:00,7-4,89,1p_household
90,2024-01-01 02:45:00,7-5,89,1p_household
140,2024-01-01 02:45:00,7-6,138,2p_household
220,2024-01-01 02:45:00,7-7,215,3p_household
90,2024-01-01 02:45:00,7-8,90,1p_household
140,2024-01-01 02:45:00,10-0,138,2p_household
80,2024-01-01 02:45:00,10-1,82,1p_household
200,2024-01-01 02:45:00,10-2,204,3p_household
150,2024-01-01 02:45:00,10-3,149,2p_household
140,2024-01-01 02:45:00,10-4,139,2p_household
140,2024-01-01 02:45:00,10-5,144,2p_household
90,2024-01-01 02:45:00,10-6,89,1p_household
1040,2024-01-01 02:45:00,10-7,1005,store
140,2024-01-01 02:45:00,10-8,143,2p_household
90,2024-01-01 02:45:00,10-9,88,1p_household
140,2024-01-01 02:45:00,4-0,144,2p_household
200,2024-01-01 02:45:00,4-1,199,4p_household
220,2024-01-01 02:45:00,4-2,213,4p_household
150,2024-01-01 02:45:00,4-3,146,2p_household
90,2024-01-01 02:45:00,4-4,89,1p_household
200,2024-01-01 02:45:00,4-5,199,4p_household
85,2024-01-01 02:45:00,3-0,83,1p_household
140,2024-01-01 02:45:00,3-1,144,2p_household
220,2024-01-01 02:45:00,3-2,210,3p_household
150,2024-01-01 02:45:00,3-3,147,2p_household
90,2024-01-01 02:45:00,3-4,89,1p_household
140,2024-01-01 02:45:00,3-5,142,2p_household
90,2024-01-01 02:45:00,3-6,88,1p_household
85,2024-01-01 02:45:00,3-7,85,1p_household
140,2024-01-01 02:45:00,3-8,143,2p_household
85,2024-01-01 03:00:00,13-0,83,1p_household
85,2024-01-01 03:00:00,13-1,84,1p_household
80,2024-01-01 03:00:00,13-2,82,1p_household
140,2024-01-01 03:00:00,13-3,142,2p_household
140,2024-01-01 03:00:00,13-4,138,2p_household
200,2024-01-01 03:00:00,13-5,202,3p_household
90,2024-01-01 03:00:00,7-0,89,1p_household
150,2024-01-01 03:00:00,7-1,148,2p_household
85,2024-01-01 03:00:00,7-2,86,1p_household
85,2024-01-01 03:00:00,7-3,83,1p_household
85,2024-01-01 03:00:00,7-4,83,1p_household
85,2024-01-01 03:00:00,7-5,87,1p_household
140,2024-01-01 03:00:00,7-6,135,2p_household
220,2024-01-01 03:00:00,7-7,213,3p_household
85,2024-01-01 03:00:00,7-8,86,1p_household
140,2024-01-01 03:00:00,10-0,142,2p_household
85,2024-01-01 03:00:00,10-1,83,1p_household
200,2024-01-01 03:00:00,10-2,204,3p_household
140,2024-01-01 03:00:00,10-3,143,2p_household
140,2024-01-01 03:00:00,10-4,136,2p_household
150,2024-01-01 03:00:00,10-5,145,2p_household
85,2024-01-01 03:00:00,10-6,86,1p_household
1040,2024-01-01 03:00:00,10-7,1013,store
150,2024-01-01 03:00:00,10-8,145,2p_household
85,2024-01-01 03:00:00,10-9,86,1p_household
150,2024-01-01 03:00:00,4-0,148,2p_household
200,2024-01-01 03:00:00,4-1,208,4p_household
200,2024-01-01 03:00:00,4-2,199,4p_household
140,2024-01-01 03:00:00,4-3,135,2p_household
85,2024-01-01 03:00:00,4-4,85,1p_household
200,2024-01-01 03:00:00,4-5,206,4p_household
80,2024-01-01 03:00:00,3-0,82,1p_household
150,2024-01-01 03:00:00,3-1,147,2p_household
220,2024-01-01 03:00:00,3-2,216,3p_household
140,2024-01-01 03:00:00,3-3,138,2p_household
90,2024-01-01 03:00:00,3-4,90,1p_household
140,2024-01-01 03:00:00,3-5,142,2p_household
90,2024-01-01 03:00:00,3-6,88,1p_household
85,2024-01-01 03:00:00,3-7,83,1p_household
140,2024-01-01 03:00:00,3-8,135,2p_household
85,2024-01-01 03:15:00,13-0,87,1p_household
85,2024-01-01 03:15:00,13-1,84,1p_household
90,2024-01-01 03:15:00,13-2,88,1p_household
140,2024-01-01 03:15:00,13-3,142,2p_household
140,2024-01-01 03:15:00,13-4,144,2p_household
200,2024-01-01 03:15:00,13-5,200,3p_household
85,2024-01-01 03:15:00,7-0,87,1p_household
140,2024-01-01 03:15:00,7-1,144,2p_household
85,2024-01-01 03:15:00,7-2,83,1p_household
80,2024-01-01 03:15:00,7-3,82,1p_household
90,2024-01-01 03:15:00,7-4,88,1p_household
85,2024-01-01 03:15:00,7-5,87,1p_household
140,2024-01-01 03:15:00,7-6,135,2p_household
200,2024-01-01 03:15:00,7-7,209,3p_household
80,2024-01-01 03:15:00,7-8,81,1p_household
140,2024-01-01 03:15:00,10-0,138,2p_household
90,2024-01-01 03:15:00,10-1,88,1p_household
